TimeP,Date.Time,Date,Time,Tank,PAR
TP2,12/9/2021 23:30,12/9/2021,23:30:00,H1,0
TP2,12/9/2021 23:30,12/9/2021,23:30:00,C2,0
TP2,12/9/2021 23:40,12/9/2021,23:40:00,H1,0
TP2,12/9/2021 23:40,12/9/2021,23:40:00,C2,0
TP2,12/9/2021 23:50,12/9/2021,23:50:00,H1,0
TP2,12/9/2021 23:50,12/9/2021,23:50:00,C2,0
TP2,12/10/2021 0:00,12/10/2021,1  12:00:00 AM,H1,0
TP2,12/10/2021 0:00,12/10/2021,1  12:00:00 AM,C2,0
TP2,12/10/2021 0:10,12/10/2021,1  12:10:00 AM,H1,0
TP2,12/10/2021 0:10,12/10/2021,1  12:10:00 AM,C2,0
TP2,12/10/2021 0:20,12/10/2021,1  12:20:00 AM,H1,0
TP2,12/10/2021 0:20,12/10/2021,1  12:20:00 AM,C2,0
TP2,12/10/2021 0:30,12/10/2021,1  12:30:00 AM,H1,0
TP2,12/10/2021 0:30,12/10/2021,1  12:30:00 AM,C2,0
TP2,12/10/2021 0:40,12/10/2021,1  12:40:00 AM,H1,0
TP2,12/10/2021 0:40,12/10/2021,1  12:40:00 AM,C2,0
TP2,12/10/2021 0:50,12/10/2021,1  12:50:00 AM,H1,0
TP2,12/10/2021 0:50,12/10/2021,1  12:50:00 AM,C2,0
TP2,12/10/2021 1:00,12/10/2021,1  1:00:00 AM,H1,0
TP2,12/10/2021 1:00,12/10/2021,1  1:00:00 AM,C2,0
TP2,12/10/2021 1:10,12/10/2021,1  1:10:00 AM,H1,0
TP2,12/10/2021 1:10,12/10/2021,1  1:10:00 AM,C2,0
TP2,12/10/2021 1:20,12/10/2021,1  1:20:00 AM,H1,0
TP2,12/10/2021 1:20,12/10/2021,1  1:20:00 AM,C2,0
TP2,12/10/2021 1:30,12/10/2021,1  1:30:00 AM,H1,0
TP2,12/10/2021 1:30,12/10/2021,1  1:30:00 AM,C2,0
TP2,12/10/2021 1:40,12/10/2021,1  1:40:00 AM,H1,0
TP2,12/10/2021 1:40,12/10/2021,1  1:40:00 AM,C2,0
TP2,12/10/2021 1:50,12/10/2021,1  1:50:00 AM,H1,0
TP2,12/10/2021 1:50,12/10/2021,1  1:50:00 AM,C2,0
TP2,12/10/2021 2:00,12/10/2021,1  2:00:00 AM,H1,0
TP2,12/10/2021 2:00,12/10/2021,1  2:00:00 AM,C2,0
TP2,12/10/2021 2:10,12/10/2021,1  2:10:00 AM,H1,0
TP2,12/10/2021 2:10,12/10/2021,1  2:10:00 AM,C2,0
TP2,12/10/2021 2:20,12/10/2021,1  2:20:00 AM,H1,0
TP2,12/10/2021 2:20,12/10/2021,1  2:20:00 AM,C2,0
TP2,12/10/2021 2:30,12/10/2021,1  2:30:00 AM,H1,0
TP2,12/10/2021 2:30,12/10/2021,1  2:30:00 AM,C2,0
TP2,12/10/2021 2:40,12/10/2021,1  2:40:00 AM,H1,0
TP2,12/10/2021 2:40,12/10/2021,1  2:40:00 AM,C2,0
TP2,12/10/2021 2:50,12/10/2021,1  2:50:00 AM,H1,0
TP2,12/10/2021 2:50,12/10/2021,1  2:50:00 AM,C2,0
TP2,12/10/2021 3:00,12/10/2021,1  3:00:00 AM,H1,0
TP2,12/10/2021 3:00,12/10/2021,1  3:00:00 AM,C2,0
TP2,12/10/2021 3:10,12/10/2021,1  3:10:00 AM,H1,0
TP2,12/10/2021 3:10,12/10/2021,1  3:10:00 AM,C2,0
TP2,12/10/2021 3:20,12/10/2021,1  3:20:00 AM,H1,0
TP2,12/10/2021 3:20,12/10/2021,1  3:20:00 AM,C2,0
TP2,12/10/2021 3:30,12/10/2021,1  3:30:00 AM,H1,0
TP2,12/10/2021 3:30,12/10/2021,1  3:30:00 AM,C2,0
TP2,12/10/2021 3:40,12/10/2021,1  3:40:00 AM,H1,0
TP2,12/10/2021 3:40,12/10/2021,1  3:40:00 AM,C2,0
TP2,12/10/2021 3:50,12/10/2021,1  3:50:00 AM,H1,0
TP2,12/10/2021 3:50,12/10/2021,1  3:50:00 AM,C2,0
TP2,12/10/2021 4:00,12/10/2021,1  4:00:00 AM,H1,0
TP2,12/10/2021 4:00,12/10/2021,1  4:00:00 AM,C2,0
TP2,12/10/2021 4:10,12/10/2021,1  4:10:00 AM,H1,0
TP2,12/10/2021 4:10,12/10/2021,1  4:10:00 AM,C2,0
TP2,12/10/2021 4:20,12/10/2021,1  4:20:00 AM,H1,0
TP2,12/10/2021 4:20,12/10/2021,1  4:20:00 AM,C2,0
TP2,12/10/2021 4:30,12/10/2021,1  4:30:00 AM,H1,0
TP2,12/10/2021 4:30,12/10/2021,1  4:30:00 AM,C2,0
TP2,12/10/2021 4:40,12/10/2021,1  4:40:00 AM,H1,0
TP2,12/10/2021 4:40,12/10/2021,1  4:40:00 AM,C2,0
TP2,12/10/2021 4:50,12/10/2021,1  4:50:00 AM,H1,0
TP2,12/10/2021 4:50,12/10/2021,1  4:50:00 AM,C2,0
TP2,12/10/2021 5:00,12/10/2021,1  5:00:00 AM,H1,0
TP2,12/10/2021 5:00,12/10/2021,1  5:00:00 AM,C2,0
TP2,12/10/2021 5:10,12/10/2021,1  5:10:00 AM,H1,0
TP2,12/10/2021 5:10,12/10/2021,1  5:10:00 AM,C2,0
TP2,12/10/2021 5:20,12/10/2021,1  5:20:00 AM,H1,0
TP2,12/10/2021 5:20,12/10/2021,1  5:20:00 AM,C2,0
TP2,12/10/2021 5:30,12/10/2021,1  5:30:00 AM,H1,0
TP2,12/10/2021 5:30,12/10/2021,1  5:30:00 AM,C2,0
TP2,12/10/2021 5:40,12/10/2021,1  5:40:00 AM,H1,0
TP2,12/10/2021 5:40,12/10/2021,1  5:40:00 AM,C2,0
TP2,12/10/2021 5:50,12/10/2021,1  5:50:00 AM,H1,0
TP2,12/10/2021 5:50,12/10/2021,1  5:50:00 AM,C2,0
TP2,12/10/2021 6:00,12/10/2021,1  6:00:00 AM,H1,0
TP2,12/10/2021 6:00,12/10/2021,1  6:00:00 AM,C2,0
TP3,3/23/2022 12:00,3/23/2022,12:00:00,H1,NA
TP3,3/23/2022 12:00,3/23/2022,12:00:00,C2,NA
TP3,3/23/2022 12:10,3/23/2022,12:10:00,H1,70
TP3,3/23/2022 12:10,3/23/2022,12:10:00,C2,58
TP3,3/23/2022 12:20,3/23/2022,12:20:00,H1,367
TP3,3/23/2022 12:20,3/23/2022,12:20:00,C2,626
TP3,3/23/2022 12:30,3/23/2022,12:30:00,H1,607
TP3,3/23/2022 12:30,3/23/2022,12:30:00,C2,895
TP3,3/23/2022 12:40,3/23/2022,12:40:00,H1,310
TP3,3/23/2022 12:40,3/23/2022,12:40:00,C2,362
TP3,3/23/2022 12:50,3/23/2022,12:50:00,H1,787
TP3,3/23/2022 12:50,3/23/2022,12:50:00,C2,787
TP3,3/23/2022 13:00,3/23/2022,13:00:00,H1,319
TP3,3/23/2022 13:00,3/23/2022,13:00:00,C2,271
TP3,3/23/2022 13:10,3/23/2022,13:10:00,H1,1065
TP3,3/23/2022 13:10,3/23/2022,13:10:00,C2,667
TP3,3/23/2022 13:20,3/23/2022,13:20:00,H1,111
TP3,3/23/2022 13:20,3/23/2022,13:20:00,C2,93
TP3,3/23/2022 13:30,3/23/2022,13:30:00,H1,869
TP3,3/23/2022 13:30,3/23/2022,13:30:00,C2,242
TP3,3/23/2022 13:40,3/23/2022,13:40:00,H1,57
TP3,3/23/2022 13:40,3/23/2022,13:40:00,C2,45
TP3,3/23/2022 13:50,3/23/2022,13:50:00,H1,310
TP3,3/23/2022 13:50,3/23/2022,13:50:00,C2,397
TP3,3/23/2022 14:00,3/23/2022,14:00:00,H1,111
TP3,3/23/2022 14:00,3/23/2022,14:00:00,C2,93
TP3,3/23/2022 14:10,3/23/2022,14:10:00,H1,433
TP3,3/23/2022 14:10,3/23/2022,14:10:00,C2,797
TP3,3/23/2022 14:20,3/23/2022,14:20:00,H1,202
TP3,3/23/2022 14:20,3/23/2022,14:20:00,C2,150
TP3,3/23/2022 14:30,3/23/2022,14:30:00,H1,803
TP3,3/23/2022 14:30,3/23/2022,14:30:00,C2,182
TP3,3/23/2022 14:40,3/23/2022,14:40:00,H1,853
TP3,3/23/2022 14:40,3/23/2022,14:40:00,C2,217
TP3,3/23/2022 14:50,3/23/2022,14:50:00,H1,51
TP3,3/23/2022 14:50,3/23/2022,14:50:00,C2,45
TP3,3/23/2022 15:00,3/23/2022,15:00:00,H1,604
TP3,3/23/2022 15:00,3/23/2022,15:00:00,C2,156
TP3,3/23/2022 15:10,3/23/2022,15:10:00,H1,136
TP3,3/23/2022 15:10,3/23/2022,15:10:00,C2,74
TP3,3/23/2022 15:20,3/23/2022,15:20:00,H1,117
TP3,3/23/2022 15:20,3/23/2022,15:20:00,C2,61
TP3,3/23/2022 15:30,3/23/2022,15:30:00,H1,259
TP3,3/23/2022 15:30,3/23/2022,15:30:00,C2,109
TP3,3/23/2022 16:00,3/23/2022,16:00:00,H1,19
TP3,3/23/2022 16:00,3/23/2022,16:00:00,C2,17
TP3,3/23/2022 16:30,3/23/2022,16:30:00,H1,190
TP3,3/23/2022 16:30,3/23/2022,16:30:00,C2,175
TP3,3/23/2022 17:00,3/23/2022,17:00:00,H1,98
TP3,3/23/2022 17:00,3/23/2022,17:00:00,C2,125
TP3,3/23/2022 17:30,3/23/2022,17:30:00,H1,47
TP3,3/23/2022 17:30,3/23/2022,17:30:00,C2,68
TP3,3/23/2022 18:00,3/23/2022,18:00:00,H1,22
TP3,3/23/2022 18:00,3/23/2022,18:00:00,C2,14
TP3,3/23/2022 18:30,3/23/2022,18:30:00,H1,0
TP3,3/23/2022 18:30,3/23/2022,18:30:00,C2,0
TP3,3/23/2022 19:00,3/23/2022,19:00:00,H1,0
TP3,3/23/2022 19:00,3/23/2022,19:00:00,C2,0
TP3,3/23/2022 19:30,3/23/2022,19:30:00,H1,0
TP3,3/23/2022 19:30,3/23/2022,19:30:00,C2,0
TP3,3/23/2022 20:00,3/23/2022,20:00:00,H1,0
TP3,3/23/2022 20:00,3/23/2022,20:00:00,C2,0
TP3,3/23/2022 20:30,3/23/2022,20:30:00,H1,0
TP3,3/23/2022 20:30,3/23/2022,20:30:00,C2,0
TP3,3/23/2022 21:00,3/23/2022,21:00:00,H1,0
TP3,3/23/2022 21:00,3/23/2022,21:00:00,C2,0
TP3,3/23/2022 21:30,3/23/2022,21:30:00,H1,0
TP3,3/23/2022 21:30,3/23/2022,21:30:00,C2,0
TP3,3/23/2022 22:00,3/23/2022,22:00:00,H1,0
TP3,3/23/2022 22:00,3/23/2022,22:00:00,C2,0
TP3,3/23/2022 22:30,3/23/2022,22:30:00,H1,0
TP3,3/23/2022 22:30,3/23/2022,22:30:00,C2,0
TP3,3/23/2022 23:00,3/23/2022,23:00:00,H1,0
TP3,3/23/2022 23:00,3/23/2022,23:00:00,C2,0
TP3,3/23/2022 23:30,3/23/2022,23:30:00,H1,0
TP3,3/23/2022 23:30,3/23/2022,23:30:00,C2,0
TP3,3/24/2022 0:00,3/24/2022,0:00:00,H1,0
TP3,3/24/2022 0:00,3/24/2022,0:00:00,C2,0
TP3,3/24/2022 0:30,3/24/2022,0:30:00,H1,0
TP3,3/24/2022 0:30,3/24/2022,0:30:00,C2,0
TP3,3/24/2022 1:00,3/24/2022,1:00:00,H1,0
TP3,3/24/2022 1:00,3/24/2022,1:00:00,C2,0
TP3,3/24/2022 1:30,3/24/2022,1:30:00,H1,0
TP3,3/24/2022 1:30,3/24/2022,1:30:00,C2,0
TP3,3/24/2022 2:00,3/24/2022,2:00:00,H1,0
TP3,3/24/2022 2:00,3/24/2022,2:00:00,C2,0
TP3,3/24/2022 2:30,3/24/2022,2:30:00,H1,0
TP3,3/24/2022 2:30,3/24/2022,2:30:00,C2,0
TP3,3/24/2022 3:00,3/24/2022,3:00:00,H1,0
TP3,3/24/2022 3:00,3/24/2022,3:00:00,C2,0
TP3,3/24/2022 3:30,3/24/2022,3:30:00,H1,0
TP3,3/24/2022 3:30,3/24/2022,3:30:00,C2,0
TP3,3/24/2022 4:00,3/24/2022,4:00:00,H1,0
TP3,3/24/2022 4:00,3/24/2022,4:00:00,C2,0
TP3,3/24/2022 4:30,3/24/2022,4:30:00,H1,0
TP3,3/24/2022 4:30,3/24/2022,4:30:00,C2,0
TP3,3/24/2022 5:00,3/24/2022,5:00:00,H1,0
TP3,3/24/2022 5:00,3/24/2022,5:00:00,C2,0
TP3,3/24/2022 5:30,3/24/2022,5:30:00,H1,0
TP3,3/24/2022 5:30,3/24/2022,5:30:00,C2,0
TP3,3/24/2022 6:00,3/24/2022,6:00:00,H1,0
TP3,3/24/2022 6:00,3/24/2022,6:00:00,C2,0
TP4,8/4/2022 12:00,8/4/2022,12:00:00,H1,155
TP4,8/4/2022 12:15,8/4/2022,12:15:00,H1,177
TP4,8/4/2022 12:30,8/4/2022,12:30:00,H1,95
TP4,8/4/2022 12:45,8/4/2022,12:45:00,H1,212
TP4,8/4/2022 13:00,8/4/2022,13:00:00,H1,30.5
TP4,8/4/2022 13:15,8/4/2022,13:15:00,H1,401
TP4,8/4/2022 13:30,8/4/2022,13:30:00,H1,623
TP4,8/4/2022 13:45,8/4/2022,13:45:00,H1,89
TP4,8/4/2022 14:00,8/4/2022,14:00:00,H1,107
TP4,8/4/2022 14:15,8/4/2022,14:15:00,H1,82
TP4,8/4/2022 14:30,8/4/2022,14:30:00,H1,180
TP4,8/4/2022 14:45,8/4/2022,14:45:00,H1,218
TP4,8/4/2022 15:00,8/4/2022,15:00:00,H1,224
TP4,8/4/2022 15:15,8/4/2022,15:15:00,H1,183
TP4,8/4/2022 15:30,8/4/2022,15:30:00,H1,196
TP4,8/4/2022 15:45,8/4/2022,15:45:00,H1,177
TP4,8/4/2022 16:00,8/4/2022,16:00:00,H1,104
TP4,8/4/2022 16:15,8/4/2022,16:15:00,H1,278
TP4,8/4/2022 16:30,8/4/2022,16:30:00,H1,424
TP4,8/4/2022 16:45,8/4/2022,16:45:00,H1,379
TP4,8/4/2022 17:00,8/4/2022,17:00:00,H1,85
TP4,8/4/2022 17:15,8/4/2022,17:15:00,H1,22
TP4,8/4/2022 17:30,8/4/2022,17:30:00,H1,16
TP4,8/4/2022 17:45,8/4/2022,17:45:00,H1,3
TP4,8/4/2022 18:00,8/4/2022,18:00:00,H1,13
TP4,8/4/2022 18:30,8/4/2022,18:30:00,H1,0
TP4,8/4/2022 19:00,8/4/2022,19:00:00,H1,0
TP4,8/4/2022 19:30,8/4/2022,19:30:00,H1,0
TP4,8/4/2022 20:00,8/4/2022,20:00:00,H1,0
TP4,8/4/2022 20:30,8/4/2022,20:30:00,H1,0
TP4,8/4/2022 21:00,8/4/2022,21:00:00,H1,0
TP4,8/4/2022 21:30,8/4/2022,21:30:00,H1,0
TP4,8/4/2022 22:00,8/4/2022,22:00:00,H1,0
TP4,8/4/2022 22:30,8/4/2022,22:30:00,H1,0
TP4,8/4/2022 23:00,8/4/2022,23:00:00,H1,0
TP4,8/4/2022 23:30,8/4/2022,23:30:00,H1,0
TP4,8/5/2022 0:00,8/5/2022,0:00:00,H1,0
TP4,8/5/2022 0:30,8/5/2022,0:30:00,H1,0
TP4,8/5/2022 1:00,8/5/2022,1:00:00,H1,0
TP4,8/5/2022 1:30,8/5/2022,1:30:00,H1,0
TP4,8/5/2022 2:00,8/5/2022,2:00:00,H1,0
TP4,8/5/2022 2:30,8/5/2022,2:30:00,H1,0
TP4,8/5/2022 3:00,8/5/2022,3:00:00,H1,0
TP4,8/5/2022 3:30,8/5/2022,3:30:00,H1,0
TP4,8/5/2022 4:00,8/5/2022,4:00:00,H1,0
TP4,8/5/2022 4:30,8/5/2022,4:30:00,H1,0
TP4,8/5/2022 5:00,8/5/2022,5:00:00,H1,0
TP4,8/5/2022 5:30,8/5/2022,5:30:00,H1,0
TP4,8/5/2022 6:00,8/5/2022,6:00:00,H1,0
TP4,8/4/2022 12:00,8/4/2022,12:00:00,C2,170
TP4,8/4/2022 12:15,8/4/2022,12:15:00,C2,162
TP4,8/4/2022 12:30,8/4/2022,12:30:00,C2,83
TP4,8/4/2022 12:45,8/4/2022,12:45:00,C2,226
TP4,8/4/2022 13:00,8/4/2022,13:00:00,C2,236
TP4,8/4/2022 13:15,8/4/2022,13:15:00,C2,664
TP4,8/4/2022 13:30,8/4/2022,13:30:00,C2,524
TP4,8/4/2022 13:45,8/4/2022,13:45:00,C2,99
TP4,8/4/2022 14:00,8/4/2022,14:00:00,C2,102
TP4,8/4/2022 14:15,8/4/2022,14:15:00,C2,87
TP4,8/4/2022 14:30,8/4/2022,14:30:00,C2,210
TP4,8/4/2022 14:45,8/4/2022,14:45:00,C2,232
TP4,8/4/2022 15:00,8/4/2022,15:00:00,C2,226
TP4,8/4/2022 15:15,8/4/2022,15:15:00,C2,201
TP4,8/4/2022 15:30,8/4/2022,15:30:00,C2,217
TP4,8/4/2022 15:45,8/4/2022,15:45:00,C2,194
TP4,8/4/2022 16:00,8/4/2022,16:00:00,C2,125
TP4,8/4/2022 16:15,8/4/2022,16:15:00,C2,277
TP4,8/4/2022 16:30,8/4/2022,16:30:00,C2,134
TP4,8/4/2022 16:45,8/4/2022,16:45:00,C2,64
TP4,8/4/2022 17:00,8/4/2022,17:00:00,C2,74
TP4,8/4/2022 17:15,8/4/2022,17:15:00,C2,20
TP4,8/4/2022 17:30,8/4/2022,17:30:00,C2,20
TP4,8/4/2022 17:45,8/4/2022,17:45:00,C2,7
TP4,8/4/2022 18:00,8/4/2022,18:00:00,C2,14
TP4,8/4/2022 18:30,8/4/2022,18:30:00,C2,0
TP4,8/4/2022 19:00,8/4/2022,19:00:00,C2,0
TP4,8/4/2022 19:30,8/4/2022,19:30:00,C2,0
TP4,8/4/2022 20:00,8/4/2022,20:00:00,C2,0
TP4,8/4/2022 20:30,8/4/2022,20:30:00,C2,0
TP4,8/4/2022 21:00,8/4/2022,21:00:00,C2,0
TP4,8/4/2022 21:30,8/4/2022,21:30:00,C2,0
TP4,8/4/2022 22:00,8/4/2022,22:00:00,C2,0
TP4,8/4/2022 22:30,8/4/2022,22:30:00,C2,0
TP4,8/4/2022 23:00,8/4/2022,23:00:00,C2,0
TP4,8/4/2022 23:30,8/4/2022,23:30:00,C2,0
TP4,8/5/2022 0:00,8/5/2022,0:00:00,C2,0
TP4,8/5/2022 0:30,8/5/2022,0:30:00,C2,0
TP4,8/5/2022 1:00,8/5/2022,1:00:00,C2,0
TP4,8/5/2022 1:30,8/5/2022,1:30:00,C2,0
TP4,8/5/2022 2:00,8/5/2022,2:00:00,C2,0
TP4,8/5/2022 2:30,8/5/2022,2:30:00,C2,0
TP4,8/5/2022 3:00,8/5/2022,3:00:00,C2,0
TP4,8/5/2022 3:30,8/5/2022,3:30:00,C2,0
TP4,8/5/2022 4:00,8/5/2022,4:00:00,C2,0
TP4,8/5/2022 4:30,8/5/2022,4:30:00,C2,0
TP4,8/5/2022 5:00,8/5/2022,5:00:00,C2,0
TP4,8/5/2022 5:30,8/5/2022,5:30:00,C2,0
TP4,8/5/2022 6:00,8/5/2022,6:00:00,C2,0
