Row,Column,Well,Plate,RandN,Rep,A630,A663,A750
F,1,F1,W2_3,W2_6,C,0.04,0.047,0.041
G,1,G1,W2_3,W2_7,C,0.056,0.118,0.037
H,1,H1,W2_3,W2_8,C,0.806,0.784,0.375
B,2,B2,W2_3,W2_10,C,0.055,0.098,0.043
C,2,C2,W2_3,W2_11,C,0.046,0.066,0.042
D,2,D2,W2_3,W2_12,C,0.059,0.111,0.043
E,2,E2,W2_3,W2_13,C,0.044,0.051,0.039
F,2,F2,W2_3,W2_14,C,0.057,0.073,0.049
G,2,G2,W2_3,W2_15,C,0.06,0.11,0.041
H,2,H2,W2_3,W2_16,C,0.071,0.142,0.046
A,3,A3,W2_3,W2_17,C,0.066,0.12,0.046
B,3,B3,W2_3,W2_18,C,0.051,0.078,0.043
C,3,C3,W2_3,W2_19,C,0.054,0.086,0.042
D,3,D3,W2_3,W2_20,C,0.049,0.071,0.043
E,3,E3,W2_3,W2_21,C,0.043,0.053,0.04
F,3,F3,W2_3,W2_22,C,0.046,0.065,0.04
G,3,G3,W2_3,W2_23,C,0.046,0.062,0.043
H,3,H3,W2_3,W2_25,C,0.078,0.173,0.047
A,4,A4,W2_3,W2_24,C,0.064,0.112,0.044
B,4,B4,W2_3,W2_26,C,0.078,0.17,0.047
C,4,C4,W2_3,W2_27,C,0.054,0.09,0.044
D,4,D4,W2_3,W2_28,C,0.068,0.144,0.045
E,4,E4,W2_3,W2_29,C,0.071,0.168,0.04
F,4,F4,W2_3,W2_30,C,0.046,0.073,0.039
G,4,G4,W2_3,W2_31,C,0.09,0.231,0.042
H,4,H4,W2_3,W2_32,C,0.053,0.074,0.05
A,5,A5,W2_3,W2_33,C,0.084,0.196,0.044
B,5,B5,W2_3,W2_34,C,0.078,0.178,0.044
C,5,C5,W2_3,W2_35,C,0.095,0.243,0.043
D,5,D5,W2_3,W2_36,C,0.045,0.056,0.043
E,5,E5,W2_3,W2_37,C,0.05,0.087,0.039
F,5,F5,W2_3,W2_38,C,0.048,0.073,0.042
G,5,G5,W2_3,W2_39,C,0.071,0.157,0.043
H,5,H5,W2_3,W2_40,C,0.067,0.134,0.047
A,6,A6,W2_3,W2_41,C,0.056,0.09,0.046
B,6,B6,W2_3,W2_42,C,0.049,0.068,0.044
C,6,C6,W2_3,W2_43,C,0.049,0.071,0.044
D,6,D6,W2_3,W2_44,C,0.05,0.071,0.045
E,6,E6,W2_3,W2_45,C,0.043,0.051,0.042
F,6,F6,W2_3,W2_46,C,0.059,0.11,0.042
G,6,G6,W2_3,W2_47,C,0.043,0.051,0.043
H,6,H6,W2_3,W2_48,C,0.05,0.07,0.046
A,7,A7,W2_3,W2_49,C,0.054,0.085,0.045
B,7,B7,W2_3,W2_50,C,0.045,0.052,0.045
C,7,C7,W2_3,W2_51,C,0.047,0.061,0.043
D,7,D7,W2_3,W2_52,C,0.064,0.119,0.043
E,7,E7,W2_3,W2_53,C,0.04,0.043,0.041
F,7,F7,W2_3,W2_54,C,0.044,0.057,0.041
G,7,G7,W2_3,W2_55,C,0.049,0.071,0.044
H,7,H7,W2_3,W2_56,C,0.051,0.077,0.045
A,8,A8,W2_3,W2_57,C,0.046,0.053,0.046
B,8,B8,W2_3,W2_58,C,0.065,0.13,0.044
C,8,C8,W2_3,W2_59,C,0.048,0.066,0.043
D,8,D8,W2_3,W2_60,C,0.051,0.083,0.042
E,8,E8,W2_3,W2_61,C,0.047,0.067,0.041
F,8,F8,W2_3,W2_62,C,0.04,0.045,0.04
G,8,G8,W2_3,W2_63,C,0.044,0.058,0.041
H,8,H8,W2_3,W2_64,C,0.057,0.102,0.044
A,9,A9,W2_3,W2_65,C,0.034,0.034,0.039
B,9,B9,W2_3,W2_66,C,0.048,0.071,0.041
C,9,C9,W2_3,W2_67,C,0.043,0.051,0.042
D,9,D9,W2_3,W2_68,C,0.048,0.059,0.045
E,9,E9,W2_3,W2_69,C,0.044,0.045,0.048
F,9,F9,W2_3,W2_70,C,0.041,0.049,0.039
G,9,G9,W2_3,W2_71,C,0.048,0.048,0.049
H,9,H9,W2_3,W2_72,C,0.052,0.075,0.047
A,10,A10,W2_3,W2_73,C,0.055,0.088,0.043
B,10,B10,W2_3,W2_74,C,0.041,0.045,0.041
C,10,C10,W2_3,W2_75,C,0.053,0.088,0.041
D,10,D10,W2_3,W2_76,C,0.044,0.056,0.041
E,10,E10,W2_3,W2_77,C,0.054,0.099,0.039
F,10,F10,W2_3,W2_78,C,0.055,0.105,0.041
G,10,G10,W2_3,W2_79,C,0.044,0.06,0.041
H,10,H10,W2_3,W2_80,C,0.064,0.13,0.045
A,11,A11,W2_3,W2_81,C,0.056,0.094,0.042
B,11,B11,W2_3,W2_82,C,0.052,0.085,0.042
C,11,C11,W2_3,W2_83,C,0.041,0.05,0.04
D,11,D11,W2_3,W2_84,C,0.042,0.05,0.041
E,11,E11,W2_3,W2_85,C,0.044,0.06,0.04
F,11,F11,W2_3,W2_86,C,0.049,0.08,0.039
G,11,G11,W2_3,W2_87,C,0.065,0.118,0.043
H,11,H11,W2_3,W2_88,C,0.058,0.096,0.044
A,12,A12,W2_3,W2_89,C,0.046,0.057,0.045
B,12,B12,W2_3,W2_90,C,0.058,0.1,0.041
C,12,C12,W2_3,W2_91,C,0.047,0.068,0.04
D,12,D12,W2_3,W2_92,C,0.06,0.123,0.041
E,12,E12,W2_3,W2_93,C,0.054,0.101,0.039
F,12,F12,W2_3,W2_94,C,0.047,0.074,0.039
G,12,G12,W2_3,W2_95,C,0.06,0.119,0.04
H,12,H12,W2_3,W2_96,C,0.048,0.065,0.045
A,1,A1,M1_1,M1_1,A,0.048,0.078,0.04
B,1,B1,M1_1,M1_2,A,0.06,0.139,0.038
C,1,C1,M1_1,M1_3,A,0.037,0.051,0.037
D,1,D1,M1_1,M1_4,A,0.06,0.134,0.036
E,1,E1,M1_1,M1_5,A,0.064,0.155,0.036
F,1,F1,M1_1,M1_6,A,0.039,0.053,0.036
G,1,G1,M1_1,M1_7,A,0.051,0.099,0.037
H,1,H1,M1_1,M1_8,A,0.047,0.064,0.04
A,2,A2,M1_1,M1_9,A,0.067,0.122,0.051
B,2,B2,M1_1,M1_10,A,0.043,0.057,0.041
C,2,C2,M1_1,M1_11,A,0.044,0.06,0.041
D,2,D2,M1_1,M1_12,A,0.068,0.152,0.043
E,2,E2,M1_1,M1_13,A,0.076,0.194,0.04
F,2,F2,M1_1,M1_14,A,0.078,0.186,0.04
G,2,G2,M1_1,M1_15,A,0.071,0.169,0.041
H,2,H2,M1_1,M1_16,A,0.059,0.096,0.049
A,3,A3,M1_1,M1_17,A,0.045,0.056,0.045
B,3,B3,M1_1,M1_18,A,0.063,0.132,0.043
C,3,C3,M1_1,M1_19,A,0.084,0.217,0.041
D,3,D3,M1_1,M1_20,A,0.058,0.112,0.044
E,3,E3,M1_1,M1_21,A,0.096,0.261,0.046
F,3,F3,M1_1,M1_22,A,0.061,0.069,0.043
G,3,G3,M1_1,M1_23,A,0.088,0.231,0.041
H,3,H3,M1_1,M1_24,A,0.087,0.224,0.044
A,4,A4,M1_1,M1_25,A,0.05,0.078,0.043
B,4,B4,M1_1,M1_26,A,0.044,0.054,0.044
C,4,C4,M1_1,M1_27,A,0.082,0.214,0.042
D,4,D4,M1_1,M1_28,A,0.046,0.057,0.045
E,4,E4,M1_1,M1_29,A,0.057,0.112,0.04
F,4,F4,M1_1,M1_30,A,0.049,0.076,0.041
G,4,G4,M1_1,M1_31,A,0.042,0.052,0.041
H,4,H4,M1_1,M1_32,A,0.079,0.182,0.045
A,5,A5,M1_1,M1_33,A,0.043,0.051,0.043
B,5,B5,M1_1,M1_34,A,0.066,0.137,0.044
C,5,C5,M1_1,M1_35,A,0.069,0.158,0.042
D,5,D5,M1_1,M1_36,A,0.069,0.14,0.042
E,5,E5,M1_1,M1_37,A,0.05,0.086,0.039
F,5,F5,M1_1,M1_38,A,0.079,0.184,0.05
G,5,G5,M1_1,M1_39,A,0.065,0.142,0.041
H,5,H5,M1_1,M1_40,A,0.052,0.074,0.048
A,6,A6,M1_1,M1_41,A,0.053,0.085,0.044
B,6,B6,M1_1,M1_42,A,0.047,0.065,0.043
C,6,C6,M1_1,M1_43,A,0.053,0.087,0.042
D,6,D6,M1_1,M1_44,A,0.05,0.08,0.042
E,6,E6,M1_1,M1_45,A,0.043,0.059,0.04
F,6,F6,M1_1,M1_46,A,0.086,0.201,0.041
G,6,G6,M1_1,M1_47,A,0.053,0.095,0.041
H,6,H6,M1_1,M1_48,A,0.049,0.076,0.042
A,7,A7,M1_1,M1_49,A,0.099,0.249,0.045
B,7,B7,M1_1,M1_50,A,0.047,0.07,0.043
C,7,C7,M1_1,M1_51,A,0.048,0.07,0.042
D,7,D7,M1_1,M1_52,A,0.054,0.094,0.042
E,7,E7,M1_1,M1_53,A,0.046,0.066,0.04
F,7,F7,M1_1,M1_54,A,0.074,0.156,0.044
G,7,G7,M1_1,M1_55,A,0.047,0.07,0.041
H,7,H7,M1_1,M1_56,A,0.071,0.155,0.043
A,8,A8,M1_1,M1_57,A,0.043,0.045,0.044
B,8,B8,M1_1,M1_58,A,0.049,0.083,0.042
C,8,C8,M1_1,M1_59,A,0.06,0.127,0.041
D,8,D8,M1_1,M1_60,A,0.079,0.173,0.04
E,8,E8,M1_1,M1_61,A,0.046,0.069,0.041
F,8,F8,M1_1,M1_62,A,0.072,0.178,0.04
G,8,G8,M1_1,M1_63,A,0.048,0.075,0.041
H,8,H8,M1_1,M1_64,A,0.073,0.181,0.041
A,9,A9,M1_1,M1_65,A,0.046,0.069,0.041
B,9,B9,M1_1,M1_66,A,0.049,0.081,0.042
C,9,C9,M1_1,M1_67,A,0.086,0.221,0.043
D,9,D9,M1_1,M1_68,A,0.044,0.058,0.041
E,9,E9,M1_1,M1_69,A,0.05,0.088,0.04
F,9,F9,M1_1,M1_70,A,0.051,0.092,0.04
G,9,G9,M1_1,M1_71,A,0.049,0.085,0.041
H,9,H9,M1_1,M1_72,A,0.098,0.268,0.044
A,10,A10,M1_1,M1_73,A,0.059,0.122,0.043
B,10,B10,M1_1,M1_74,A,0.094,0.255,0.043
C,10,C10,M1_1,M1_75,A,0.091,0.241,0.046
D,10,D10,M1_1,M1_76,A,0.099,0.278,0.041
E,10,E10,M1_1,M1_77,A,0.055,0.113,0.039
F,10,F10,M1_1,M1_78,A,0.095,0.267,0.04
G,10,G10,M1_1,M1_79,A,0.053,0.097,0.04
H,10,H10,M1_1,M1_80,A,0.079,0.196,0.043
A,11,A11,M1_1,M1_81,A,0.074,0.181,0.041
B,11,B11,M1_1,M1_82,A,0.067,0.148,0.041
C,11,C11,M1_1,M1_83,A,0.043,0.06,0.04
D,11,D11,M1_1,M1_84,A,0.076,0.175,0.047
E,11,E11,M1_1,M1_85,A,0.067,0.153,0.04
F,11,F11,M1_1,M1_86,A,0.044,0.061,0.04
G,11,G11,M1_1,M1_87,A,0.041,0.054,0.039
H,11,H11,M1_1,M1_88,A,0.047,0.066,0.043
A,12,A12,M1_1,M1_89,A,0.046,0.066,0.043
B,12,B12,M1_1,M1_90,A,0.065,0.145,0.042
C,12,C12,M1_1,M1_91,A,0.046,0.073,0.041
D,12,D12,M1_1,M1_92,A,0.051,0.09,0.04
E,12,E12,M1_1,M1_93,A,0.063,0.135,0.039
F,12,F12,M1_1,M1_94,A,0.039,0.045,0.039
G,12,G12,M1_1,M1_95,A,0.045,0.07,0.038
H,12,H12,M1_1,M1_96,A,0.045,0.062,0.041
A,1,A1,M1_2,M1_1,B,0.047,0.076,0.039
B,1,B1,M1_2,M1_2,B,0.059,0.137,0.036
C,1,C1,M1_2,M1_3,B,0.038,0.051,0.036
D,1,D1,M1_2,M1_4,B,0.06,0.133,0.036
E,1,E1,M1_2,M1_5,B,0.062,0.145,0.036
F,1,F1,M1_2,M1_6,B,0.039,0.053,0.036
G,1,G1,M1_2,M1_7,B,0.048,0.096,0.035
H,1,H1,M1_2,M1_8,B,0.041,0.059,0.037
A,2,A2,M1_2,M1_9,B,0.059,0.115,0.044
B,2,B2,M1_2,M1_10,B,0.045,0.058,0.043
C,2,C2,M1_2,M1_11,B,0.043,0.059,0.042
D,2,D2,M1_2,M1_12,B,0.068,0.155,0.042
E,2,E2,M1_2,M1_13,B,0.077,0.2,0.04
F,2,F2,M1_2,M1_14,B,0.076,0.18,0.041
G,2,G2,M1_2,M1_15,B,0.071,0.167,0.04
H,2,H2,M1_2,M1_16,B,0.055,0.09,0.044
A,3,A3,M1_2,M1_17,B,0.046,0.057,0.046
B,3,B3,M1_2,M1_18,B,0.062,0.132,0.042
C,3,C3,M1_2,M1_19,B,0.084,0.214,0.042
D,3,D3,M1_2,M1_20,B,0.056,0.109,0.042
E,3,E3,M1_2,M1_21,B,0.089,0.251,0.04
F,3,F3,M1_2,M1_22,B,0.045,0.069,0.039
G,3,G3,M1_2,M1_23,B,0.089,0.232,0.041
H,3,H3,M1_2,M1_24,B,0.087,0.221,0.044
A,4,A4,M1_2,M1_25,B,0.049,0.078,0.043
B,4,B4,M1_2,M1_26,B,0.043,0.054,0.043
C,4,C4,M1_2,M1_27,B,0.081,0.214,0.042
D,4,D4,M1_2,M1_28,B,0.044,0.055,0.042
E,4,E4,M1_2,M1_29,B,0.057,0.115,0.04
F,4,F4,M1_2,M1_30,B,0.047,0.075,0.04
G,4,G4,M1_2,M1_31,B,0.042,0.052,0.041
H,4,H4,M1_2,M1_32,B,0.077,0.182,0.044
A,5,A5,M1_2,M1_33,B,0.045,0.052,0.045
B,5,B5,M1_2,M1_34,B,0.064,0.139,0.043
C,5,C5,M1_2,M1_35,B,0.068,0.155,0.042
D,5,D5,M1_2,M1_36,B,0.068,0.138,0.042
E,5,E5,M1_2,M1_37,B,0.049,0.085,0.038
F,5,F5,M1_2,M1_38,B,0.079,0.185,0.041
G,5,G5,M1_2,M1_39,B,0.063,0.141,0.04
H,5,H5,M1_2,M1_40,B,0.047,0.069,0.042
A,6,A6,M1_2,M1_41,B,0.052,0.085,0.043
B,6,B6,M1_2,M1_42,B,0.045,0.062,0.041
C,6,C6,M1_2,M1_43,B,0.052,0.086,0.042
D,6,D6,M1_2,M1_44,B,0.05,0.08,0.042
E,6,E6,M1_2,M1_45,B,0.043,0.058,0.04
F,6,F6,M1_2,M1_46,B,0.084,0.199,0.04
G,6,G6,M1_2,M1_47,B,0.053,0.095,0.041
H,6,H6,M1_2,M1_48,B,0.048,0.075,0.042
A,7,A7,M1_2,M1_49,B,0.101,0.252,0.046
B,7,B7,M1_2,M1_50,B,0.047,0.069,0.043
C,7,C7,M1_2,M1_51,B,0.047,0.07,0.042
D,7,D7,M1_2,M1_52,B,0.053,0.093,0.041
E,7,E7,M1_2,M1_53,B,0.043,0.063,0.039
F,7,F7,M1_2,M1_54,B,0.07,0.153,0.04
G,7,G7,M1_2,M1_55,B,0.046,0.07,0.039
H,7,H7,M1_2,M1_56,B,0.069,0.155,0.04
A,8,A8,M1_2,M1_57,B,0.041,0.045,0.044
B,8,B8,M1_2,M1_58,B,0.048,0.081,0.04
C,8,C8,M1_2,M1_59,B,0.058,0.123,0.041
D,8,D8,M1_2,M1_60,B,0.078,0.171,0.039
E,8,E8,M1_2,M1_61,B,0.045,0.068,0.04
F,8,F8,M1_2,M1_62,B,0.07,0.176,0.039
G,8,G8,M1_2,M1_63,B,0.047,0.074,0.041
H,8,H8,M1_2,M1_64,B,0.073,0.182,0.04
A,9,A9,M1_2,M1_65,B,0.044,0.067,0.039
B,9,B9,M1_2,M1_66,B,0.048,0.079,0.041
C,9,C9,M1_2,M1_67,B,0.085,0.218,0.044
D,9,D9,M1_2,M1_68,B,0.043,0.058,0.04
E,9,E9,M1_2,M1_69,B,0.049,0.087,0.038
F,9,F9,M1_2,M1_70,B,0.05,0.09,0.038
G,9,G9,M1_2,M1_71,B,0.048,0.084,0.039
H,9,H9,M1_2,M1_72,B,0.097,0.265,0.044
A,10,A10,M1_2,M1_73,B,0.057,0.12,0.041
B,10,B10,M1_2,M1_74,B,0.091,0.253,0.04
C,10,C10,M1_2,M1_75,B,0.088,0.233,0.041
D,10,D10,M1_2,M1_76,B,0.098,0.273,0.04
E,10,E10,M1_2,M1_77,B,0.055,0.113,0.038
F,10,F10,M1_2,M1_78,B,0.094,0.263,0.04
G,10,G10,M1_2,M1_79,B,0.057,0.095,0.04
H,10,H10,M1_2,M1_80,B,0.078,0.193,0.042
A,11,A11,M1_2,M1_81,B,0.074,0.178,0.042
B,11,B11,M1_2,M1_82,B,0.066,0.147,0.04
C,11,C11,M1_2,M1_83,B,0.043,0.06,0.039
D,11,D11,M1_2,M1_84,B,0.071,0.174,0.04
E,11,E11,M1_2,M1_85,B,0.066,0.153,0.04
F,11,F11,M1_2,M1_86,B,0.276,0.318,0.289
G,11,G11,M1_2,M1_87,B,0.041,0.054,0.038
H,11,H11,M1_2,M1_88,B,0.046,0.065,0.042
A,12,A12,M1_2,M1_89,B,0.046,0.065,0.043
B,12,B12,M1_2,M1_90,B,0.064,0.144,0.041
C,12,C12,M1_2,M1_91,B,0.045,0.072,0.04
D,12,D12,M1_2,M1_92,B,0.05,0.088,0.04
E,12,E12,M1_2,M1_93,B,0.059,0.122,0.038
F,12,F12,M1_2,M1_94,B,0.038,0.043,0.038
G,12,G12,M1_2,M1_95,B,0.043,0.069,0.037
H,12,H12,M1_2,M1_96,B,0.046,0.062,0.042
A,1,A1,M1_3,M1_1,C,0.049,0.082,0.04
B,1,B1,M1_3,M1_2,C,0.062,0.147,0.036
C,1,C1,M1_3,M1_3,C,0.038,0.052,0.035
D,1,D1,M1_3,M1_4,C,0.062,0.142,0.035
E,1,E1,M1_3,M1_5,C,0.064,0.154,0.036
F,1,F1,M1_3,M1_6,C,0.039,0.054,0.035
G,1,G1,M1_3,M1_7,C,0.047,0.09,0.036
H,1,H1,M1_3,M1_8,C,0.041,0.06,0.037
A,2,A2,M1_3,M1_9,C,0.06,0.124,0.042
B,2,B2,M1_3,M1_10,C,0.042,0.057,0.039
C,2,C2,M1_3,M1_11,C,0.042,0.06,0.039
D,2,D2,M1_3,M1_12,C,0.07,0.165,0.041
E,2,E2,M1_3,M1_13,C,0.08,0.213,0.038
F,2,F2,M1_3,M1_14,C,0.077,0.189,0.039
G,2,G2,M1_3,M1_15,C,0.072,0.177,0.038
H,2,H2,M1_3,M1_16,C,0.052,0.092,0.04
A,3,A3,M1_3,M1_17,C,0.044,0.056,0.043
B,3,B3,M1_3,M1_18,C,0.064,0.141,0.041
C,3,C3,M1_3,M1_19,C,0.086,0.231,0.039
D,3,D3,M1_3,M1_20,C,0.056,0.115,0.04
E,3,E3,M1_3,M1_21,C,0.092,0.267,0.039
F,3,F3,M1_3,M1_22,C,0.045,0.07,0.039
G,3,G3,M1_3,M1_23,C,0.091,0.244,0.04
H,3,H3,M1_3,M1_24,C,0.091,0.236,0.045
A,4,A4,M1_3,M1_25,C,0.049,0.083,0.04
B,4,B4,M1_3,M1_26,C,0.044,0.055,0.042
C,4,C4,M1_3,M1_27,C,0.086,0.236,0.04
D,4,D4,M1_3,M1_28,C,0.043,0.056,0.041
E,4,E4,M1_3,M1_29,C,0.058,0.12,0.039
F,4,F4,M1_3,M1_30,C,0.046,0.077,0.038
G,4,G4,M1_3,M1_31,C,0.041,0.052,0.039
H,4,H4,M1_3,M1_32,C,0.085,0.197,0.048
A,5,A5,M1_3,M1_33,C,0.043,0.05,0.043
B,5,B5,M1_3,M1_34,C,0.066,0.15,0.04
C,5,C5,M1_3,M1_35,C,0.07,0.165,0.041
D,5,D5,M1_3,M1_36,C,0.071,0.149,0.04
E,5,E5,M1_3,M1_37,C,0.05,0.089,0.037
F,5,F5,M1_3,M1_38,C,0.081,0.197,0.039
G,5,G5,M1_3,M1_39,C,0.065,0.149,0.04
H,5,H5,M1_3,M1_40,C,0.048,0.072,0.042
A,6,A6,M1_3,M1_41,C,0.052,0.091,0.042
B,6,B6,M1_3,M1_42,C,0.046,0.067,0.041
C,6,C6,M1_3,M1_43,C,0.053,0.092,0.04
D,6,D6,M1_3,M1_44,C,0.05,0.083,0.04
E,6,E6,M1_3,M1_45,C,0.043,0.06,0.039
F,6,F6,M1_3,M1_46,C,0.089,0.215,0.039
G,6,G6,M1_3,M1_47,C,0.054,0.099,0.04
H,6,H6,M1_3,M1_48,C,0.049,0.077,0.042
A,7,A7,M1_3,M1_49,C,0.105,0.275,0.043
B,7,B7,M1_3,M1_50,C,0.047,0.072,0.041
C,7,C7,M1_3,M1_51,C,0.047,0.072,0.04
D,7,D7,M1_3,M1_52,C,0.054,0.099,0.04
E,7,E7,M1_3,M1_53,C,0.044,0.066,0.039
F,7,F7,M1_3,M1_54,C,0.073,0.163,0.039
G,7,G7,M1_3,M1_55,C,0.048,0.074,0.04
H,7,H7,M1_3,M1_56,C,0.073,0.166,0.041
A,8,A8,M1_3,M1_57,C,0.04,0.044,0.042
B,8,B8,M1_3,M1_58,C,0.049,0.086,0.039
C,8,C8,M1_3,M1_59,C,0.06,0.133,0.04
D,8,D8,M1_3,M1_60,C,0.082,0.185,0.039
E,8,E8,M1_3,M1_61,C,0.047,0.072,0.04
F,8,F8,M1_3,M1_62,C,0.075,0.194,0.039
G,8,G8,M1_3,M1_63,C,0.048,0.078,0.04
H,8,H8,M1_3,M1_64,C,0.077,0.199,0.04
A,9,A9,M1_3,M1_65,C,0.045,0.072,0.04
B,9,B9,M1_3,M1_66,C,0.049,0.085,0.04
C,9,C9,M1_3,M1_67,C,0.09,0.243,0.041
D,9,D9,M1_3,M1_68,C,0.042,0.059,0.039
E,9,E9,M1_3,M1_69,C,0.051,0.094,0.038
F,9,F9,M1_3,M1_70,C,0.051,0.097,0.038
G,9,G9,M1_3,M1_71,C,0.049,0.09,0.038
H,9,H9,M1_3,M1_72,C,0.103,0.292,0.043
A,10,A10,M1_3,M1_73,C,0.06,0.131,0.041
B,10,B10,M1_3,M1_74,C,0.097,0.276,0.04
C,10,C10,M1_3,M1_75,C,0.09,0.255,0.039
D,10,D10,M1_3,M1_76,C,0.106,0.303,0.04
E,10,E10,M1_3,M1_77,C,0.058,0.12,0.04
F,10,F10,M1_3,M1_78,C,0.101,0.29,0.039
G,10,G10,M1_3,M1_79,C,0.053,0.101,0.039
H,10,H10,M1_3,M1_80,C,0.082,0.21,0.042
A,11,A11,M1_3,M1_81,C,0.078,0.197,0.04
B,11,B11,M1_3,M1_82,C,0.069,0.161,0.039
C,11,C11,M1_3,M1_83,C,0.043,0.062,0.039
D,11,D11,M1_3,M1_84,C,0.075,0.192,0.039
E,11,E11,M1_3,M1_85,C,0.07,0.166,0.04
F,11,F11,M1_3,M1_86,C,0.257,0.292,0.271
G,11,G11,M1_3,M1_87,C,0.041,0.056,0.038
H,11,H11,M1_3,M1_88,C,0.046,0.067,0.041
A,12,A12,M1_3,M1_89,C,0.047,0.068,0.044
B,12,B12,M1_3,M1_90,C,0.068,0.158,0.041
C,12,C12,M1_3,M1_91,C,0.046,0.076,0.039
D,12,D12,M1_3,M1_92,C,0.054,0.096,0.04
E,12,E12,M1_3,M1_93,C,0.062,0.132,0.038
F,12,F12,M1_3,M1_94,C,0.038,0.044,0.038
G,12,G12,M1_3,M1_95,C,0.044,0.072,0.036
H,12,H12,M1_3,M1_96,C,0.046,0.064,0.041
A,1,A1,M4_1,M4_1,A,0.064,0.096,0.041
B,1,B1,M4_1,M4_2,A,0.048,0.086,0.038
C,1,C1,M4_1,M4_3,A,0.057,0.103,0.048
D,1,D1,M4_1,M4_4,A,0.056,0.108,0.043
E,1,E1,M4_1,M4_5,A,0.056,0.093,0.043
F,1,F1,M4_1,M4_6,A,0.042,0.059,0.038
G,1,G1,M4_1,M4_7,A,0.078,0.194,0.038
H,1,H1,M4_1,M4_8,A,0.091,0.24,0.039
A,2,A2,M4_1,M4_9,A,0.063,0.102,0.055
B,2,B2,M4_1,M4_10,A,0.059,0.119,0.043
C,2,C2,M4_1,M4_11,A,0.1,0.144,0.09
D,2,D2,M4_1,M4_12,A,0.074,0.158,0.045
E,2,E2,M4_1,M4_13,A,0.048,0.063,0.043
F,2,F2,M4_1,M4_14,A,0.093,0.123,0.083
G,2,G2,M4_1,M4_15,A,0.06,0.114,0.044
H,2,H2,M4_1,M4_16,A,0.065,0.13,0.047
A,3,A3,M4_1,M4_17,A,0.17,0.275,0.132
B,3,B3,M4_1,M4_18,A,0.065,0.141,0.042
C,3,C3,M4_1,M4_19,A,0.092,0.241,0.044
D,3,D3,M4_1,M4_20,A,0.076,0.176,0.042
E,3,E3,M4_1,M4_21,A,0.065,0.128,0.044
F,3,F3,M4_1,M4_22,A,0.05,0.074,0.044
G,3,G3,M4_1,M4_23,A,0.072,0.156,0.041
H,3,H3,M4_1,M4_24,A,0.071,0.15,0.045
A,4,A4,M4_1,M4_25,A,0.063,0.121,0.046
B,4,B4,M4_1,M4_26,A,0.06,0.108,0.05
C,4,C4,M4_1,M4_27,A,0.048,0.067,0.044
D,4,D4,M4_1,M4_28,A,0.099,0.273,0.043
E,4,E4,M4_1,M4_29,A,0.058,0.112,0.041
F,4,F4,M4_1,M4_30,A,0.063,0.128,0.044
G,4,G4,M4_1,M4_31,A,0.045,0.067,0.04
H,4,H4,M4_1,M4_32,A,0.061,0.102,0.046
A,5,A5,M4_1,M4_33,A,0.052,0.085,0.045
B,5,B5,M4_1,M4_34,A,0.09,0.232,0.042
C,5,C5,M4_1,M4_35,A,0.047,0.068,0.042
D,5,D5,M4_1,M4_36,A,0.065,0.138,0.043
E,5,E5,M4_1,M4_37,A,0.089,0.231,0.044
F,5,F5,M4_1,M4_38,A,0.049,0.076,0.042
G,5,G5,M4_1,M4_39,A,0.052,0.085,0.043
H,5,H5,M4_1,M4_40,A,0.054,0.083,0.047
A,6,A6,M4_1,M4_41,A,0.068,0.143,0.044
