Date,Time,Memory,Fo,Fm,Fv_Fm
3/24/2022,22:53:48,133,8,13,NA
3/24/2022,22:54:11,134,424,1061,0.6
3/24/2022,22:54:20,135,573,1125,0.491
3/24/2022,22:54:30,136,707,1557,0.546
3/24/2022,22:54:40,137,436,1059,0.588
3/24/2022,22:54:49,138,620,1541,0.598
3/24/2022,22:54:54,139,12,11,NA
3/24/2022,22:55:16,140,579,1413,0.59
3/24/2022,22:55:26,141,468,1011,0.537
3/24/2022,22:55:33,142,590,1166,0.494
3/24/2022,22:55:50,143,566,1431,0.604
3/24/2022,22:56:04,144,469,1186,0.605
3/24/2022,22:56:10,145,9,8,NA
3/24/2022,22:56:12,146,11,12,NA
3/24/2022,22:57:47,147,414,927,0.553
3/24/2022,22:57:57,148,539,1340,0.598
3/24/2022,22:58:12,149,467,1244,0.625
3/24/2022,22:58:23,150,190,472,0.597
3/24/2022,22:58:29,151,9,10,NA
3/24/2022,22:58:56,152,142,306,0.536
3/24/2022,22:59:18,153,322,804,0.6
3/24/2022,22:59:38,154,369,882,0.582
3/24/2022,22:59:46,155,367,859,0.573
3/24/2022,22:59:54,156,365,837,0.564
3/24/2022,23:00:01,157,8,9,NA
3/24/2022,23:00:27,158,505,1286,0.607
3/24/2022,23:00:37,159,514,1285,0.6
3/24/2022,23:00:48,160,512,1224,0.582
3/24/2022,23:00:58,161,484,1222,0.604
3/24/2022,23:01:04,162,11,13,NA
3/24/2022,23:01:21,163,342,798,0.571
3/24/2022,23:01:30,164,265,613,0.568
3/24/2022,23:01:38,165,512,1288,0.602
3/24/2022,23:01:46,166,481,1152,0.582
3/24/2022,23:01:52,167,8,12,NA
3/24/2022,23:02:17,168,465,1240,0.625
3/24/2022,23:02:26,169,725,1924,0.623
3/24/2022,23:02:34,170,562,1557,0.639
3/24/2022,23:02:48,171,566,1522,0.628
3/24/2022,23:02:54,172,12,13,NA
3/24/2022,23:03:15,173,477,1189,0.599
3/24/2022,23:03:23,174,375,933,0.598
3/24/2022,23:03:32,175,452,1186,0.619
3/24/2022,23:03:44,176,410,1070,0.617
3/24/2022,23:03:54,177,7,8,NA
3/24/2022,23:03:56,178,8,11,NA
3/24/2022,23:05:35,179,531,1299,0.591
3/24/2022,23:05:46,180,631,1520,0.585
3/24/2022,23:05:53,181,597,1450,0.588
3/24/2022,23:06:04,182,230,510,0.549
3/24/2022,23:06:09,183,10,10,NA
3/24/2022,23:06:30,184,339,740,0.542
3/24/2022,23:06:38,185,460,1049,0.561
3/24/2022,23:06:46,186,375,843,0.555
3/24/2022,23:06:53,187,397,888,0.553
3/24/2022,23:07:06,188,11,13,NA
3/24/2022,23:07:26,189,503,1270,0.604
3/24/2022,23:07:33,190,378,933,0.595
3/24/2022,23:07:40,191,507,1213,0.582
3/24/2022,23:07:49,192,437,1031,0.576
3/24/2022,23:07:57,193,12,13,NA
3/24/2022,23:08:21,194,256,599,0.573
3/24/2022,23:08:34,195,424,947,0.552
3/24/2022,23:08:44,196,563,1337,0.579
3/24/2022,23:08:52,197,451,1034,0.564
3/24/2022,23:09:01,198,7,8,NA
3/24/2022,23:09:31,199,638,1709,0.627
3/24/2022,23:09:40,200,644,1671,0.615
3/24/2022,23:10:01,201,619,1595,0.612
3/24/2022,23:10:11,202,617,1717,0.641
3/24/2022,23:10:20,203,8,8,NA
3/24/2022,23:10:41,204,457,1075,0.575
3/24/2022,23:10:49,205,517,1316,0.607
3/24/2022,23:10:57,206,519,1244,0.583
3/24/2022,23:11:09,207,452,1118,0.596
8/4/2022,19:03:20,11352,452,1081,0.582
8/4/2022,19:03:30,11353,440,1158,0.62
8/4/2022,19:03:41,11354,310,633,0.51
8/4/2022,19:04:20,11355,365,841,0.566
8/4/2022,19:04:41,11356,13,13,NA
8/4/2022,19:04:53,11357,347,792,0.562
8/4/2022,19:05:04,11358,303,668,0.546
8/4/2022,19:05:13,11359,230,514,0.553
8/4/2022,19:05:30,11360,305,658,0.536
8/4/2022,19:05:36,11361,9,12,NA
8/4/2022,19:06:05,11362,268,576,0.535
8/4/2022,19:06:20,11363,281,616,0.544
8/4/2022,19:06:52,11364,258,602,0.571
8/4/2022,19:07:08,11365,355,818,0.566
8/4/2022,19:07:24,11366,13,16,NA
8/4/2022,19:07:35,11367,238,521,0.543
8/4/2022,19:07:50,11368,290,654,0.557
8/4/2022,19:08:04,11369,232,526,0.559
8/4/2022,19:08:15,11370,235,549,0.572
8/4/2022,19:08:23,11371,12,12,NA
8/4/2022,19:08:49,11372,335,802,0.582
8/4/2022,19:08:58,11373,784,1524,0.486
8/4/2022,19:09:08,11374,729,1425,0.488
8/4/2022,19:09:22,11375,760,1443,0.473
8/4/2022,19:09:27,11376,14,14,NA
8/4/2022,19:09:57,11377,582,991,0.413
8/4/2022,19:10:16,11378,323,777,0.584
8/4/2022,19:10:30,11379,232,369,0.371
8/4/2022,19:10:44,11380,599,1050,0.43
8/4/2022,19:10:54,11381,380,542,0.299
8/4/2022,19:11:08,11382,590,954,0.382
8/4/2022,19:11:17,11383,11,13,NA
8/4/2022,19:11:19,11384,9,12,NA
8/4/2022,19:13:07,11385,542,1147,0.527
8/4/2022,19:13:18,11386,454,947,0.521
8/4/2022,19:13:28,11387,385,750,0.487
8/4/2022,19:13:41,11388,383,687,0.443
8/4/2022,19:13:47,11389,9,12,NA
8/4/2022,19:15:36,11390,337,647,0.479
8/4/2022,19:15:45,11391,199,342,0.418
8/4/2022,19:15:58,11392,349,630,0.446
8/4/2022,19:16:11,11393,364,716,0.492
8/4/2022,19:16:23,11394,12,12,NA
8/4/2022,19:16:34,11395,345,674,0.488
8/4/2022,19:16:45,11396,400,781,0.488
8/4/2022,19:16:55,11397,320,601,0.468
8/4/2022,19:17:04,11398,301,574,0.476
8/4/2022,19:17:17,11399,10,12,NA
8/4/2022,19:17:41,11400,266,499,0.467
8/4/2022,19:17:52,11401,274,559,0.51
8/4/2022,19:18:01,11402,228,391,0.417
8/4/2022,19:18:15,11403,286,549,0.479
8/4/2022,19:18:31,11404,10,12,NA
8/4/2022,19:18:53,11405,585,688,0.15
8/4/2022,19:19:03,11406,790,1082,0.27
8/4/2022,19:19:18,11407,316,427,0.26
8/4/2022,19:20:31,11408,717,941,0.238
8/4/2022,19:21:01,11409,404,752,0.463
8/4/2022,19:21:08,11410,793,1165,0.319
8/4/2022,19:21:15,11411,8,10,NA
8/4/2022,19:21:35,11412,207,283,0.269
8/4/2022,19:21:46,11413,355,693,0.488
8/4/2022,19:21:56,11414,452,662,0.317
8/4/2022,19:22:07,11415,751,1092,0.312
8/4/2022,19:22:12,11416,10,11,NA
8/4/2022,19:22:14,11417,8,8,NA
8/4/2022,19:23:35,11418,371,1048,0.646
8/4/2022,19:23:46,11419,554,1741,0.682
8/4/2022,19:23:57,11420,598,1850,0.677
8/4/2022,19:24:10,11421,568,1826,0.689
8/4/2022,19:24:21,11422,9,10,NA
8/4/2022,19:25:08,11423,371,1045,0.645
8/4/2022,19:25:19,11424,418,1227,0.659
8/4/2022,19:25:27,11425,511,1551,0.671
8/4/2022,19:25:36,11426,382,1102,0.653
8/4/2022,19:25:48,11427,6,10,NA
8/4/2022,19:26:06,11428,364,972,0.626
8/4/2022,19:26:15,11429,545,1591,0.657
8/4/2022,19:26:25,11430,457,1377,0.668
8/4/2022,19:26:34,11431,461,1346,0.658
8/4/2022,19:26:50,11432,10,8,NA
8/4/2022,19:27:09,11433,354,963,0.632
8/4/2022,19:27:22,11434,398,1071,0.628
8/4/2022,19:27:46,11435,393,1018,0.614
8/4/2022,19:27:58,11436,416,1154,0.64
8/4/2022,19:28:09,11437,11,11,NA
8/4/2022,19:28:31,11438,578,1867,0.69
8/4/2022,19:28:42,11439,496,1437,0.655
8/4/2022,19:28:55,11440,383,1141,0.664
8/4/2022,19:29:07,11441,540,1565,0.655
8/4/2022,19:29:12,11442,10,11,NA
8/4/2022,19:29:27,11443,421,1146,0.633
8/4/2022,19:29:38,11444,354,977,0.638
8/4/2022,19:29:49,11445,582,1792,0.675
8/4/2022,19:30:01,11446,281,888,0.684
8/4/2022,19:30:06,11447,8,9,NA
8/4/2022,19:30:10,11448,7,9,NA
8/4/2022,19:31:22,11449,588,1458,0.597
8/4/2022,19:31:33,11450,537,1585,0.661
8/4/2022,19:31:44,11451,459,1272,0.639
8/4/2022,19:31:55,11452,617,1860,0.668
8/4/2022,19:32:14,11453,8,10,NA
8/4/2022,19:32:30,11454,382,1086,0.648
8/4/2022,19:32:50,11455,468,1261,0.629
8/4/2022,19:33:06,11456,404,1083,0.627
8/4/2022,19:33:21,11457,497,1392,0.643
8/4/2022,19:33:26,11458,9,10,NA
8/4/2022,19:33:50,11459,514,1360,0.622
8/4/2022,19:34:04,11460,500,1408,0.645
8/4/2022,19:34:18,11461,515,1404,0.633
8/4/2022,19:34:29,11462,476,1374,0.654
8/4/2022,19:34:42,11463,5,7,NA
8/4/2022,19:35:12,11464,366,1007,0.637
8/4/2022,19:35:24,11465,419,1149,0.635
8/4/2022,19:35:41,11466,485,1320,0.633
8/4/2022,19:35:52,11467,433,1136,0.619
8/4/2022,19:36:04,11468,10,8,NA
8/4/2022,19:36:27,11469,544,1750,0.689
8/4/2022,19:36:38,11470,504,1609,0.687
8/4/2022,19:36:59,11471,238,699,0.66
8/4/2022,19:37:20,11472,386,1035,0.627
8/4/2022,19:37:28,11473,7,9,NA
8/4/2022,19:37:47,11474,202,544,0.629
8/4/2022,19:37:56,11475,426,1083,0.607
8/4/2022,19:38:08,11476,436,1192,0.634
8/4/2022,19:38:18,11477,487,1367,0.644
8/4/2022,19:38:24,11478,9,10,NA
8/4/2022,19:38:26,11479,8,7,NA
8/4/2022,19:38:28,11480,8,7,NA
8/4/2022,20:40:47,11481,370,835,0.557
8/4/2022,20:40:57,11482,454,1028,0.558
8/4/2022,20:41:09,11483,367,758,0.516
8/4/2022,20:41:30,11484,359,775,0.537
8/4/2022,20:41:36,11485,12,13,NA
8/4/2022,20:42:07,11486,429,928,0.538
8/4/2022,20:42:17,11487,394,848,0.535
8/4/2022,20:42:29,11488,380,783,0.515
8/4/2022,20:42:50,11489,214,413,0.482
8/4/2022,20:43:08,11490,294,617,0.524
8/4/2022,20:43:19,11491,13,13,NA
8/4/2022,20:43:46,11492,405,876,0.538
8/4/2022,20:43:59,11493,359,789,0.545
8/4/2022,20:44:11,11494,363,839,0.567
8/4/2022,20:44:22,11495,296,688,0.57
8/4/2022,20:44:28,11496,11,11,NA
8/4/2022,20:44:59,11497,220,527,0.583
8/4/2022,20:45:10,11498,371,860,0.569
8/4/2022,20:45:22,11499,293,563,0.48
8/4/2022,20:45:57,11500,297,735,0.596
8/4/2022,20:46:04,11501,10,13,NA
8/4/2022,20:46:30,11502,412,1036,0.602
8/4/2022,20:47:06,11503,768,1449,0.47
8/4/2022,20:47:18,11504,887,1420,0.375
8/4/2022,20:47:31,11505,798,1514,0.473
8/4/2022,20:47:39,11506,9,11,NA
8/4/2022,20:48:28,11507,520,823,0.368
8/4/2022,20:48:43,11508,294,691,0.575
8/4/2022,20:48:55,11509,670,970,0.309
8/4/2022,20:49:05,11510,671,1096,0.388
8/4/2022,20:49:12,11511,6,9,NA
8/4/2022,20:49:16,11512,9,12,NA
8/4/2022,20:50:52,11513,240,457,0.475
8/4/2022,20:51:02,11514,592,1194,0.504
8/4/2022,20:51:11,11515,481,940,0.488
8/4/2022,20:51:20,11516,522,1081,0.517
8/4/2022,20:51:30,11517,10,10,NA
8/4/2022,20:51:49,11518,345,812,0.575
8/4/2022,20:51:50,11519,590,799,0.262
8/4/2022,20:51:52,11520,642,780,0.177
8/4/2022,20:52:54,11521,237,503,0.529
8/4/2022,20:53:08,11522,244,477,0.488
8/4/2022,20:53:19,11523,360,707,0.491
8/4/2022,20:53:33,11524,325,661,0.508
8/4/2022,20:53:40,11525,10,10,NA
8/4/2022,20:54:02,11526,348,773,0.55
8/4/2022,20:54:11,11527,372,798,0.534
8/4/2022,20:54:21,11528,372,701,0.469
8/4/2022,20:54:29,11529,360,749,0.519
8/4/2022,20:54:36,11530,12,12,NA
8/4/2022,20:54:54,11531,352,747,0.529
8/4/2022,20:55:06,11532,295,678,0.565
8/4/2022,20:55:17,11533,248,496,0.5
8/4/2022,20:55:29,11534,364,810,0.551
8/4/2022,20:55:34,11535,13,10,NA
8/4/2022,20:56:00,11536,865,1213,0.287
8/4/2022,20:56:15,11537,722,1024,0.295
8/4/2022,20:57:03,11538,878,1355,0.352
8/4/2022,20:57:12,11539,439,930,0.528
8/4/2022,20:57:20,11540,556,762,0.27
8/4/2022,20:57:28,11541,11,13,NA
8/4/2022,20:57:52,11542,565,791,0.286
8/4/2022,20:58:00,11543,373,819,0.545
8/4/2022,20:58:11,11544,643,1026,0.373
8/4/2022,20:58:20,11545,748,1172,0.362
8/4/2022,20:58:26,11546,11,12,NA
8/4/2022,20:58:29,11547,9,10,NA
8/4/2022,20:59:55,11548,373,992,0.624
8/4/2022,21:00:06,11549,400,1127,0.645
8/4/2022,21:00:21,11550,621,1837,0.662
8/4/2022,21:00:34,11551,353,962,0.633
8/4/2022,21:00:41,11552,8,8,NA
8/4/2022,21:01:02,11553,379,1073,0.647
8/4/2022,21:01:17,11554,419,1168,0.641
8/4/2022,21:01:28,11555,445,1224,0.636
8/4/2022,21:01:45,11556,449,1289,0.652
8/4/2022,21:01:50,11557,6,8,NA
8/4/2022,21:02:13,11558,371,1044,0.645
8/4/2022,21:02:24,11559,318,935,0.66
8/4/2022,21:02:34,11560,479,1433,0.666
8/4/2022,21:02:46,11561,474,1391,0.659
8/4/2022,21:02:52,11562,11,11,NA
8/4/2022,21:03:14,11563,328,906,0.638
8/4/2022,21:03:26,11564,260,642,0.595
8/4/2022,21:03:39,11565,268,773,0.653
8/4/2022,21:04:03,11566,433,1261,0.657
8/4/2022,21:04:08,11567,8,10,NA
8/4/2022,21:04:34,11568,480,1447,0.668
8/4/2022,21:04:51,11569,553,1653,0.665
8/4/2022,21:05:05,11570,530,1564,0.661
8/4/2022,21:05:18,11571,571,1707,0.665
8/4/2022,21:05:24,11572,7,11,NA
8/4/2022,21:05:50,11573,547,1582,0.654
8/4/2022,21:05:59,11574,381,1061,0.641
8/4/2022,21:06:11,11575,323,963,0.665
8/4/2022,21:06:22,11576,345,1010,0.658
8/4/2022,21:06:28,11577,8,10,NA
8/4/2022,21:06:30,11578,8,9,NA
8/4/2022,21:08:12,11579,495,1347,0.633
8/4/2022,21:08:22,11580,524,1432,0.634
8/4/2022,21:08:37,11581,558,1522,0.633
8/4/2022,21:08:53,11582,593,1669,0.645
8/4/2022,21:08:57,11583,7,8,NA
8/4/2022,21:09:22,11584,424,1109,0.618
8/4/2022,21:09:31,11585,406,1071,0.621
8/4/2022,21:09:48,11586,456,1218,0.626
8/4/2022,21:09:57,11587,468,1223,0.617
8/4/2022,21:10:04,11588,10,12,NA
8/4/2022,21:10:42,11589,532,1452,0.634
8/4/2022,21:10:53,11590,462,1241,0.628
8/4/2022,21:11:05,11591,228,613,0.628
8/4/2022,21:11:14,11592,567,1465,0.613
8/4/2022,21:11:20,11593,11,11,NA
8/4/2022,21:11:46,11594,406,1145,0.645
8/4/2022,21:11:56,11595,310,859,0.639
8/4/2022,21:12:12,11596,276,750,0.632
8/4/2022,21:12:21,11597,433,1189,0.636
8/4/2022,21:12:25,11598,7,13,NA
8/4/2022,21:12:43,11599,522,1590,0.672
8/4/2022,21:12:53,11600,458,1409,0.675
8/4/2022,21:13:07,11601,464,1457,0.682
8/4/2022,21:13:18,11602,529,1564,0.662
8/4/2022,21:13:27,11603,8,8,NA
8/4/2022,21:13:47,11604,493,1334,0.63
8/4/2022,21:13:55,11605,434,1218,0.644
8/4/2022,21:14:05,11606,419,1157,0.638
8/4/2022,21:14:18,11607,379,1084,0.65
8/4/2022,21:14:23,11608,8,9,NA
8/4/2022,21:14:25,11609,9,9,NA
8/4/2022,21:14:26,11610,9,9,NA
8/4/2022,22:13:38,11611,381,868,0.561
8/4/2022,22:13:50,11612,271,589,0.54
8/4/2022,22:14:07,11613,371,829,0.552
8/4/2022,22:14:20,11614,429,937,0.542
8/4/2022,22:14:26,11615,13,13,NA
8/4/2022,22:14:51,11616,388,885,0.562
8/4/2022,22:15:01,11617,216,442,0.511
8/4/2022,22:15:14,11618,295,627,0.53
8/4/2022,22:15:25,11619,318,685,0.536
8/4/2022,22:15:30,11620,14,12,NA
8/4/2022,22:15:53,11621,358,800,0.553
8/4/2022,22:16:05,11622,348,736,0.527
8/4/2022,22:16:17,11623,325,771,0.578
8/4/2022,22:16:27,11624,327,770,0.575
8/4/2022,22:16:32,11625,13,13,NA
8/4/2022,22:16:57,11626,316,744,0.575
8/4/2022,22:17:07,11627,345,817,0.578
8/4/2022,22:17:21,11628,297,643,0.538
8/4/2022,22:17:38,11629,266,662,0.598
8/4/2022,22:17:43,11630,11,11,NA
8/4/2022,22:18:03,11631,290,723,0.599
8/4/2022,22:18:19,11632,871,1681,0.482
8/4/2022,22:18:29,11633,776,1478,0.475
8/4/2022,22:18:41,11634,619,1290,0.52
8/4/2022,22:18:45,11635,10,12,NA
8/4/2022,22:19:04,11636,340,587,0.421
8/4/2022,22:19:15,11637,350,849,0.588
8/4/2022,22:19:27,11638,519,918,0.435
8/4/2022,22:19:39,11639,707,1250,0.434
8/4/2022,22:19:45,11640,12,13,NA
8/4/2022,22:19:47,11641,13,11,NA
8/4/2022,22:20:54,11642,363,754,0.519
8/4/2022,22:21:03,11643,474,951,0.502
8/4/2022,22:21:17,11644,468,946,0.505
8/4/2022,22:21:27,11645,372,773,0.519
8/4/2022,22:21:33,11646,11,12,NA
8/4/2022,22:21:50,11647,356,716,0.503
8/4/2022,22:22:08,11648,380,759,0.499
8/4/2022,22:22:20,11649,377,786,0.52
8/4/2022,22:22:31,11650,339,687,0.507
8/4/2022,22:22:37,11651,13,12,NA
8/4/2022,22:22:56,11652,413,880,0.531
8/4/2022,22:23:05,11653,347,758,0.542
8/4/2022,22:23:18,11654,411,721,0.43
8/4/2022,22:23:28,11655,239,424,0.436
8/4/2022,22:23:33,11656,9,10,NA
8/4/2022,22:24:02,11657,312,645,0.516
8/4/2022,22:24:13,11658,371,743,0.501
8/4/2022,22:24:23,11659,277,552,0.498
8/4/2022,22:24:36,11660,405,853,0.525
8/4/2022,22:24:42,11661,11,10,NA
8/4/2022,22:25:00,11662,543,816,0.335
8/4/2022,22:25:10,11663,631,940,0.329
8/4/2022,22:25:27,11664,871,1288,0.324
8/4/2022,22:25:38,11665,461,1014,0.545
8/4/2022,22:25:50,11666,544,854,0.363
8/4/2022,22:25:55,11667,11,12,NA
8/4/2022,22:26:14,11668,406,595,0.318
8/4/2022,22:26:28,11669,339,633,0.464
8/4/2022,22:26:45,11670,448,711,0.37
8/4/2022,22:26:58,11671,483,715,0.324
8/4/2022,22:27:05,11672,12,11,NA
8/4/2022,22:27:06,11673,9,13,NA
8/4/2022,22:28:16,11674,486,1311,0.629
8/4/2022,22:28:26,11675,603,1666,0.638
8/4/2022,22:28:38,11676,589,1683,0.65
8/4/2022,22:28:53,11677,435,1152,0.622
8/4/2022,22:28:57,11678,9,8,NA
8/4/2022,22:29:15,11679,338,888,0.619
8/4/2022,22:29:29,11680,397,1070,0.629
8/4/2022,22:29:40,11681,514,1406,0.634
8/4/2022,22:29:50,11682,477,1252,0.619
8/4/2022,22:29:55,11683,7,9,NA
8/4/2022,22:30:23,11684,266,764,0.652
8/4/2022,22:30:31,11685,429,1181,0.637
8/4/2022,22:30:41,11686,316,929,0.66
8/4/2022,22:30:51,11687,483,1194,0.595
8/4/2022,22:30:57,11688,5,8,NA
8/4/2022,22:31:20,11689,175,485,0.639
8/4/2022,22:31:41,11690,311,857,0.637
8/4/2022,22:31:55,11691,302,886,0.659
8/4/2022,22:32:11,11692,411,1186,0.653
8/4/2022,22:32:33,11693,10,11,NA
8/4/2022,22:32:52,11694,575,1762,0.674
8/4/2022,22:33:03,11695,476,1388,0.657
8/4/2022,22:33:16,11696,627,1799,0.651
8/4/2022,22:33:26,11697,584,1714,0.659
8/4/2022,22:33:32,11698,9,11,NA
8/4/2022,22:33:52,11699,559,1560,0.642
8/4/2022,22:34:02,11700,461,1187,0.612
8/4/2022,22:34:15,11701,539,1404,0.616
8/4/2022,22:34:26,11702,448,1285,0.651
8/4/2022,22:34:32,11703,7,13,NA
8/4/2022,22:34:36,11704,8,13,NA
8/4/2022,22:35:55,11705,523,1500,0.651
8/4/2022,22:36:09,11706,556,1502,0.63
8/4/2022,22:36:20,11707,534,1417,0.623
8/4/2022,22:36:33,11708,513,1426,0.64
8/4/2022,22:36:38,11709,9,10,NA
8/4/2022,22:36:56,11710,471,1161,0.594
8/4/2022,22:37:07,11711,246,602,0.591
8/4/2022,22:37:21,11712,504,1253,0.598
8/4/2022,22:37:32,11713,354,954,0.629
8/4/2022,22:37:42,11714,10,13,NA
8/4/2022,22:37:59,11715,300,780,0.615
8/4/2022,22:38:09,11716,433,1171,0.63
8/4/2022,22:38:21,11717,489,1369,0.643
8/4/2022,22:38:34,11718,471,1139,0.586
8/4/2022,22:38:41,11719,9,9,NA
8/4/2022,22:39:01,11720,377,1069,0.647
8/4/2022,22:39:09,11721,500,1204,0.585
8/4/2022,22:39:30,11722,371,981,0.622
8/4/2022,22:39:42,11723,466,1133,0.589
8/4/2022,22:39:47,11724,7,11,NA
8/4/2022,22:40:25,11725,553,1638,0.662
8/4/2022,22:40:34,11726,521,1494,0.651
8/4/2022,22:40:45,11727,558,1599,0.651
8/4/2022,22:40:55,11728,521,1474,0.647
8/4/2022,22:41:02,11729,9,6,NA
8/4/2022,22:41:16,11730,492,1338,0.632
8/4/2022,22:41:28,11731,370,1059,0.651
8/4/2022,22:41:38,11732,257,664,0.613
8/4/2022,22:41:49,11733,240,673,0.643
8/4/2022,22:41:55,11734,8,9,NA
8/4/2022,22:41:56,11735,7,9,NA
8/4/2022,22:41:58,11736,8,9,NA
