TimeP,RandN,Rep,Count_ul,FC_df,InputVol_ul,RespVol_ul,SendInputVol_ul,SendTotalVol_ul
M12,M12_34,B,324.27,1,1000,600,20,200
M12,M12_34,C,285.03,1,1000,600,20,200
M12,M12_35,A,297.32,1,1000,600,20,200
M12,M12_35,B,282.6,1,1000,600,20,200
M12,M12_35,C,277.08,1,1000,600,20,200
M12,M12_36,A,392.75,1,1000,600,20,200
M12,M12_36,B,355,1,1000,600,20,200
M12,M12_36,C,323.16,1,1000,600,20,200
M12,M12_37,A,374,1,1000,600,20,200
M12,M12_37,B,407.48,1,1000,600,20,200
M12,M12_37,C,321.52,1,1000,600,20,200
M12,M12_38,A,469.72,1,1000,600,20,200
M12,M12_38,B,485.6,1,1000,600,20,200
M12,M12_38,C,500.9,1,1000,600,20,200
M12,M12_39,A,741.48,1,1000,600,20,200
M12,M12_39,B,776.47,1,1000,600,20,200
M12,M12_39,C,793.56,1,1000,600,20,200
M12,M12_40,A,569.65,1,1000,600,20,200
M12,M12_40,B,575.92,1,1000,600,20,200
M12,M12_40,C,555.87,1,1000,600,20,200
M12,M12_41,A,561.98,1,1000,600,20,200
M12,M12_41,B,637.05,1,1000,600,20,200
M12,M12_41,C,611.64,1,1000,600,20,200
M12,M12_42,A,194.95,1,1000,600,20,200
M12,M12_42,B,192.6,1,1000,600,20,200
M12,M12_42,C,214.13,1,1000,600,20,200
M12,M12_43,A,126.96,1,1000,600,20,200
M12,M12_43,B,124.28,1,1000,600,20,200
M12,M12_43,C,141.32,1,1000,600,20,200
M12,M12_44,A,246.08,1,1000,600,20,200
M12,M12_44,B,243.73,1,1000,600,20,200
M12,M12_44,C,260.3,1,1000,600,20,200
M12,M12_45,A,285.37,1,1000,600,20,200
M12,M12_45,B,286.8,1,1000,600,20,200
M12,M12_45,C,287.76,1,1000,600,20,200
M12,M12_46,A,293.52,1,1000,600,20,200
M12,M12_46,B,361.91,1,1000,600,20,200
M12,M12_46,C,352.67,1,1000,600,20,200
M12,M12_47,A,591.48,1,1000,600,20,200
M12,M12_47,B,654,1,1000,600,20,200
M12,M12_47,C,658.08,1,1000,600,20,200
M12,M12_48,A,713.19,1,1000,600,20,200
M12,M12_48,B,663.72,1,1000,600,20,200
M12,M12_48,C,612.21,1,1000,600,20,200
M12,M12_49,A,493.16,1,1000,600,20,200
M12,M12_49,B,471.28,1,1000,600,20,200
M12,M12_49,C,487.16,1,1000,600,20,200
M12,M12_50,A,661.12,1,1000,600,20,200
M12,M12_50,B,655.88,1,1000,600,20,200
M12,M12_50,C,687.48,1,1000,600,20,200
M12,M12_51,A,630.38,1,1000,600,20,200
M12,M12_51,B,456.06,1,1000,600,20,200
M12,M12_51,C,420.59,1,1000,600,20,200
M12,M12_52,A,499.92,1,1000,600,20,200
M12,M12_52,B,452.2,1,1000,600,20,200
M12,M12_52,C,437.98,1,1000,600,20,200
M12,M12_53,A,143.4,1,1000,600,20,200
M12,M12_53,B,144.04,1,1000,600,20,200
M12,M12_53,C,142.35,1,1000,600,20,200
M12,M12_54,A,528.13,1,1000,600,20,200
M12,M12_54,B,522.36,1,1000,600,20,200
M12,M12_54,C,521.16,1,1000,600,20,200
M12,M12_55,A,508.39,1,1000,600,20,200
M12,M12_55,B,508.11,1,1000,600,20,200
M12,M12_55,C,480.23,1,1000,600,20,200
M12,M12_56,A,207.23,1,1000,600,20,200
M12,M12_56,B,201.4,1,1000,600,20,200
M12,M12_56,C,230.51,1,1000,600,20,200
M12,M12_57,A,409.38,1,1000,600,20,200
M12,M12_57,B,377.19,1,1000,600,20,200
M12,M12_57,C,409.78,1,1000,600,20,200
M12,M12_58,A,496.32,1,1000,600,20,200
M12,M12_58,B,490.93,1,1000,600,20,200
M12,M12_58,C,482.72,1,1000,600,20,200
M12,M12_59,A,114.52,1,1000,600,20,200
M12,M12_59,B,116.24,1,1000,600,20,200
M12,M12_59,C,114.92,1,1000,600,20,200
M12,M12_60,A,156.25,1,1000,600,20,200
M12,M12_60,B,176.44,1,1000,600,20,200
M12,M12_60,C,201.28,1,1000,600,20,200
M12,M12_61,A,60.97,1,1000,600,20,200
M12,M12_61,B,70.61,1,1000,600,20,200
M12,M12_61,C,63.96,1,1000,600,20,200
M12,M12_62,A,374.16,1,1000,600,20,200
M12,M12_62,B,398.34,1,1000,600,20,200
M12,M12_62,C,399.86,1,1000,600,20,200
M12,M12_63,A,559.7,1,1000,600,20,200
M12,M12_63,B,570.08,1,1000,600,20,200
M12,M12_63,C,543.86,1,1000,600,20,200
M12,M12_64,A,304.72,1,1000,600,20,200
M12,M12_64,B,294.38,1,1000,600,20,200
M12,M12_64,C,298.29,1,1000,600,20,200
M12,M12_65,A,525.59,1,1000,600,20,200
M12,M12_65,B,637.68,1,1000,600,20,200
M12,M12_65,C,588.84,1,1000,600,20,200
M12,M12_66,A,242.4,1,1000,600,20,200
M12,M12_66,B,305.87,1,1000,600,20,200
M12,M12_66,C,287.08,1,1000,600,20,200
M12,M12_67,A,263.92,1,1000,600,20,200
M12,M12_67,B,222.97,1,1000,600,20,200
M12,M12_67,C,246.16,1,1000,600,20,200
M12,M12_68,A,621.52,1,1000,600,20,200
M12,M12_68,B,598.61,1,1000,600,20,200
M12,M12_68,C,639.76,1,1000,600,20,200
M12,M12_69,A,454.25,1,1000,600,20,200
M12,M12_69,B,678.3,1,1000,600,20,200
M12,M12_69,C,693.12,1,1000,600,20,200
M12,M12_70,A,267.44,1,1000,600,20,200
M12,M12_70,B,230.76,1,1000,600,20,200
M12,M12_70,C,234.12,1,1000,600,20,200
M12,M12_71,A,90.28,1,1000,600,20,200
M12,M12_71,B,56.72,1,1000,600,20,200
M12,M12_71,C,84.47,1,1000,600,20,200
M12,M12_72,A,544.07,1,1000,600,20,200
M12,M12_72,B,529.16,1,1000,600,20,200
M12,M12_72,C,535.68,1,1000,600,20,200
M12,M12_73,A,230.63,1,1000,600,20,200
M12,M12_73,B,265.12,1,1000,600,20,200
M12,M12_73,C,299.65,1,1000,600,20,200
M12,M12_74,A,467.85,1,1000,600,20,200
M12,M12_74,B,397.44,1,1000,600,20,200
M12,M12_74,C,513.77,1,1000,600,20,200
M12,M12_75,A,738.59,1,1000,600,20,200
M12,M12_75,B,871.72,1,1000,600,20,200
M12,M12_75,C,855.56,1,1000,600,20,200
M12,M12_76,A,1059.93,1,1000,600,20,200
M12,M12_76,B,1197.38,1,1000,600,20,200
M12,M12_76,C,981.96,1,1000,600,20,200
M12,M12_77,A,286.28,1,1000,600,20,200
M12,M12_77,B,303.64,1,1000,600,20,200
M12,M12_77,C,291.21,1,1000,600,20,200
M12,M12_78,A,348.52,1,1000,600,20,200
M12,M12_78,B,664.97,1,1000,600,20,200
M12,M12_78,C,533.07,1,1000,600,20,200
M12,M12_79,A,541.6,1,1000,600,20,200
M12,M12_79,B,519.88,1,1000,600,20,200
M12,M12_79,C,549.49,1,1000,600,20,200
M12,M12_80,A,449.88,1,1000,600,20,200
M12,M12_80,B,411.39,1,1000,600,20,200
M12,M12_80,C,464.02,1,1000,600,20,200
M12,M12_81,A,626.72,1,1000,600,20,200
M12,M12_81,B,614.76,1,1000,600,20,200
M12,M12_81,C,567.36,1,1000,600,20,200
M12,M12_82,A,184.05,1,1000,600,20,200
M12,M12_82,B,193.08,1,1000,600,20,200
M12,M12_82,C,194.4,1,1000,600,20,200
M12,M12_83,A,461.68,1,1000,600,20,200
M12,M12_83,B,443.93,1,1000,600,20,200
M12,M12_83,C,463.32,1,1000,600,20,200
M12,M12_84,A,692.52,1,1000,600,20,200
M12,M12_84,B,767.13,1,1000,600,20,200
M12,M12_84,C,726.04,1,1000,600,20,200
M12,M12_85,A,106.72,1,1000,600,20,200
M12,M12_85,B,138.32,1,1000,600,20,200
M12,M12_85,C,102.28,1,1000,600,20,200
M12,M12_86,A,189.44,1,1000,600,20,200
M12,M12_86,B,187.22,1,1000,600,20,200
M12,M12_86,C,226,1,1000,600,20,200
M12,M12_87,A,460.84,1,1000,600,20,200
M12,M12_87,B,532.76,1,1000,600,20,200
M12,M12_87,C,514.21,1,1000,600,20,200
M12,M12_88,A,734.16,1,1000,600,20,200
M12,M12_88,B,710.36,1,1000,600,20,200
M12,M12_88,C,767.8,1,1000,600,20,200
M12,M12_89,A,177.1,1,1000,600,20,200
M12,M12_89,B,209.24,1,1000,600,20,200
M12,M12_89,C,238.39,1,1000,600,20,200
M12,M12_90,A,175.76,1,1000,600,20,200
M12,M12_90,B,184.4,1,1000,600,20,200
M12,M12_90,C,184.81,1,1000,600,20,200
M12,M12_91,A,334.56,1,1000,600,20,200
M12,M12_91,B,341.36,1,1000,600,20,200
M12,M12_91,C,345.33,1,1000,600,20,200
M12,M12_92,A,700.67,1,1000,600,20,200
M12,M12_92,B,728.52,1,1000,600,20,200
M12,M12_92,C,762.53,1,1000,600,20,200
M12,M12_93,A,834.31,1,1000,600,20,200
M12,M12_93,B,866.28,1,1000,600,20,200
M12,M12_93,C,854.92,1,1000,600,20,200
M12,M12_94,A,394.28,1,1000,600,20,200
M12,M12_94,B,419.72,1,1000,600,20,200
M12,M12_94,C,425.59,1,1000,600,20,200
M12,M12_95,A,782.73,1,1000,600,20,200
M12,M12_95,B,892.55,1,1000,600,20,200
M12,M12_95,C,821.76,1,1000,600,20,200
M12,M12_96,A,883.32,1,1000,600,20,200
M12,M12_96,B,865.41,1,1000,600,20,200
M12,M12_96,C,936.05,1,1000,600,20,200
W2,W2_1,A,345.68,1,1000,600,20,200
W2,W2_1,B,381.84,1,1000,600,20,200
W2,W2_1,C,439.87,1,1000,600,20,200
W2,W2_2,A,367.6,1,1000,600,20,200
W2,W2_2,B,467.69,1,1000,600,20,200
W2,W2_2,C,435.21,1,1000,600,20,200
W2,W2_3,A,262.62,1,1000,600,20,200
W2,W2_3,B,315.68,1,1000,600,20,200
W2,W2_3,C,315.48,1,1000,600,20,200
W2,W2_4,A,598.44,1,1000,600,20,200
W2,W2_4,B,662.11,1,1000,600,20,200
W2,W2_4,C,649.8,1,1000,600,20,200
W2,W2_5,A,359.58,1,1000,600,20,200
W2,W2_5,B,450.8,1,1000,600,20,200
W2,W2_5,C,496.27,1,1000,600,20,200
W2,W2_6,A,50.09,1,1000,600,20,200
W2,W2_6,B,56.35,1,1000,600,20,200
W2,W2_6,C,53.28,1,1000,600,20,200
W2,W2_7,A,302.02,1,1000,600,20,200
W2,W2_7,B,388.74,1,1000,600,20,200
W2,W2_7,C,452.28,1,1000,600,20,200
W2,W2_8,A,226.05,1,1000,600,20,200
W2,W2_8,B,293.62,1,1000,600,20,200
W2,W2_8,C,281.86,1,1000,600,20,200
W2,W2_9,A,124.39,1,1000,600,20,200
W2,W2_9,B,136.55,1,1000,600,20,200
W2,W2_9,C,135.05,1,1000,600,20,200
W2,W2_10,A,308.72,1,1000,600,20,200
W2,W2_10,B,305.52,1,1000,600,20,200
W2,W2_10,C,293.28,1,1000,600,20,200
W2,W2_11,A,372.84,1,1000,600,20,200
W2,W2_11,B,395.88,1,1000,600,20,200
W2,W2_11,C,350.02,1,1000,600,20,200
W2,W2_12,A,249.61,1,1000,600,20,200
W2,W2_12,B,230.99,1,1000,600,20,200
W2,W2_12,C,218.12,1,1000,600,20,200
W2,W2_13,A,64.59,1,1000,600,20,200
W2,W2_13,B,82.52,1,1000,600,20,200
W2,W2_13,C,88.76,1,1000,600,20,200
W2,W2_14,A,340.86,1,1000,600,20,200
W2,W2_14,B,333.83,1,1000,600,20,200
W2,W2_14,C,315.75,1,1000,600,20,200
W2,W2_15,A,247.31,1,1000,600,20,200
W2,W2_15,B,300.52,1,1000,600,20,200
W2,W2_15,C,275.43,1,1000,600,20,200
W2,W2_16,A,312.16,1,1000,600,20,200
W2,W2_16,B,329.38,1,1000,600,20,200
W2,W2_16,C,349.8,1,1000,600,20,200
W2,W2_17,A,265.72,1,1000,600,20,200
W2,W2_17,B,291.65,1,1000,600,20,200
W2,W2_17,C,311.42,1,1000,600,20,200
W2,W2_18,A,211.44,1,1000,600,20,200
W2,W2_18,B,239.48,1,1000,600,20,200
W2,W2_18,C,221.24,1,1000,600,20,200
W2,W2_19,A,172.04,1,1000,600,20,200
W2,W2_19,B,203.04,1,1000,600,20,200
W2,W2_19,C,221.68,1,1000,600,20,200
W2,W2_20,A,545.8,1,1000,600,20,200
W2,W2_20,B,518.8,1,1000,600,20,200
W2,W2_20,C,569.51,1,1000,600,20,200
W2,W2_21,A,184,1,1000,600,20,200
W2,W2_21,B,181.2,1,1000,600,20,200
W2,W2_21,C,183.04,1,1000,600,20,200
W2,W2_22,A,213.09,1,1000,600,20,200
W2,W2_22,B,246.28,1,1000,600,20,200
W2,W2_22,C,235.08,1,1000,600,20,200
W2,W2_23,A,178.06,1,1000,600,20,200
W2,W2_23,B,191.52,1,1000,600,20,200
W2,W2_23,C,205.74,1,1000,600,20,200
W2,W2_24,A,263.78,1,1000,600,20,200
W2,W2_24,B,333.75,1,1000,600,20,200
W2,W2_24,C,320.49,1,1000,600,20,200
W2,W2_25,A,503.21,1,1000,600,20,200
W2,W2_25,B,574.64,1,1000,600,20,200
W2,W2_25,C,524.6,1,1000,600,20,200
W2,W2_26,A,665.87,1,1000,600,20,200
W2,W2_26,B,701.28,1,1000,600,20,200
W2,W2_26,C,663.64,1,1000,600,20,200
W2,W2_27,A,274.32,1,1000,600,20,200
W2,W2_27,B,322.44,1,1000,600,20,200
W2,W2_27,C,337.77,1,1000,600,20,200
W2,W2_28,A,546.32,1,1000,600,20,200
W2,W2_28,B,533.12,1,1000,600,20,200
W2,W2_28,C,558.6,1,1000,600,20,200
W2,W2_29,A,696.26,1,1000,600,20,200
W2,W2_29,B,676.84,1,1000,600,20,200
W2,W2_29,C,701.51,1,1000,600,20,200
W2,W2_30,A,432.76,1,1000,600,20,200
W2,W2_30,B,454.49,1,1000,600,20,200
W2,W2_30,C,466.84,1,1000,600,20,200
W2,W2_31,A,749.44,1,1000,600,20,200
W2,W2_31,B,911.12,1,1000,600,20,200
W2,W2_31,C,831.06,1,1000,600,20,200
W2,W2_32,A,713.25,1,1000,600,20,200
W2,W2_32,B,559.98,1,1000,600,20,200
W2,W2_32,C,555.56,1,1000,600,20,200
W2,W2_33,A,537.8,1,1000,600,20,200
W2,W2_33,B,586.6,1,1000,600,20,200
W2,W2_33,C,635.44,1,1000,600,20,200
W2,W2_34,A,548.72,1,1000,600,20,200
W2,W2_34,B,597.38,1,1000,600,20,200
W2,W2_34,C,594.67,1,1000,600,20,200
W2,W2_35,A,848.95,1,1000,600,20,200
W2,W2_35,B,966.52,1,1000,600,20,200
W2,W2_35,C,966.3,1,1000,600,20,200
W2,W2_36,A,175.46,1,1000,600,20,200
W2,W2_36,B,191.36,1,1000,600,20,200
W2,W2_36,C,170.92,1,1000,600,20,200
W2,W2_37,A,444.25,1,1000,600,20,200
W2,W2_37,B,551.52,1,1000,600,20,200
W2,W2_37,C,519.48,1,1000,600,20,200
W2,W2_38,A,431.15,1,1000,600,20,200
W2,W2_38,B,427.58,1,1000,600,20,200
W2,W2_38,C,414.64,1,1000,600,20,200
W2,W2_39,A,446.18,1,1000,600,20,200
W2,W2_39,B,454.04,1,1000,600,20,200
W2,W2_39,C,426.56,1,1000,600,20,200
W2,W2_40,A,363.31,1,1000,600,20,200
W2,W2_40,B,323.37,1,1000,600,20,200
W2,W2_40,C,337.56,1,1000,600,20,200
W2,W2_41,A,206.7,1,1000,600,20,200
W2,W2_41,B,208.59,1,1000,600,20,200
W2,W2_41,C,204.48,1,1000,600,20,200
W2,W2_42,A,194.81,1,1000,600,20,200
W2,W2_42,B,183.04,1,1000,600,20,200
W2,W2_42,C,183.32,1,1000,600,20,200
W2,W2_43,A,313.52,1,1000,600,20,200
W2,W2_43,B,348,1,1000,600,20,200
W2,W2_43,C,328.21,1,1000,600,20,200
W2,W2_44,A,160.79,1,1000,600,20,200
W2,W2_44,B,180.44,1,1000,600,20,200
W2,W2_44,C,185.25,1,1000,600,20,200
W2,W2_45,A,269.56,1,1000,600,20,200
W2,W2_45,B,348.2,1,1000,600,20,200
W2,W2_45,C,313.68,1,1000,600,20,200
W2,W2_46,A,287.11,1,1000,600,20,200
W2,W2_46,B,318.3,1,1000,600,20,200
W2,W2_46,C,295.63,1,1000,600,20,200
W2,W2_47,A,103.4,1,1000,600,20,200
W2,W2_47,B,94.8,1,1000,600,20,200
W2,W2_47,C,105.68,1,1000,600,20,200
W2,W2_48,A,183.6,1,1000,600,20,200
W2,W2_48,B,194.72,1,1000,600,20,200
W2,W2_48,C,203.68,1,1000,600,20,200
W2,W2_49,A,412.76,1,1000,600,20,200
W2,W2_49,B,392.4,1,1000,600,20,200
W2,W2_49,C,443.73,1,1000,600,20,200
W2,W2_50,A,115.2,1,1000,600,20,200
W2,W2_50,B,108.32,1,1000,600,20,200
W2,W2_50,C,106.24,1,1000,600,20,200
W2,W2_51,A,111.58,1,1000,600,20,200
W2,W2_51,B,129.7,1,1000,600,20,200
W2,W2_51,C,117.08,1,1000,600,20,200
W2,W2_52,A,286.84,1,1000,600,20,200
W2,W2_52,B,297.24,1,1000,600,20,200
W2,W2_52,C,330.98,1,1000,600,20,200
W2,W2_53,A,33.9,1,1000,600,20,200
W2,W2_53,B,35.95,1,1000,600,20,200
W2,W2_53,C,33.73,1,1000,600,20,200
W2,W2_54,A,196.94,1,1000,600,20,200
W2,W2_54,B,175.06,1,1000,600,20,200
W2,W2_54,C,255.2,1,1000,600,20,200
W2,W2_55,A,221.32,1,1000,600,20,200
W2,W2_55,B,242.9,1,1000,600,20,200
W2,W2_55,C,216.22,1,1000,600,20,200
W2,W2_56,A,189.17,1,1000,600,20,200
W2,W2_56,B,183.68,1,1000,600,20,200
W2,W2_56,C,226.26,1,1000,600,20,200
W2,W2_57,A,84.84,1,1000,600,20,200
W2,W2_57,B,81.44,1,1000,600,20,200
W2,W2_57,C,90.12,1,1000,600,20,200
W2,W2_58,A,345.84,1,1000,600,20,200
W2,W2_58,B,328.5,1,1000,600,20,200
W2,W2_58,C,360.12,1,1000,600,20,200
W2,W2_59,A,219.16,1,1000,600,20,200
W2,W2_59,B,216.56,1,1000,600,20,200
W2,W2_59,C,214.16,1,1000,600,20,200
W2,W2_60,A,191.6,1,1000,600,20,200
W2,W2_60,B,212.08,1,1000,600,20,200
W2,W2_60,C,206.12,1,1000,600,20,200
W2,W2_61,A,88.01,1,1000,600,20,200
W2,W2_61,B,80.36,1,1000,600,20,200
W2,W2_61,C,80.2,1,1000,600,20,200
W2,W2_62,A,41.56,1,1000,600,20,200
W2,W2_62,B,39.19,1,1000,600,20,200
W2,W2_62,C,40.92,1,1000,600,20,200
W2,W2_63,A,82.25,1,1000,600,20,200
W2,W2_63,B,92.02,1,1000,600,20,200
W2,W2_63,C,90.02,1,1000,600,20,200
W2,W2_64,A,124.56,1,1000,600,20,200
W2,W2_64,B,109.92,1,1000,600,20,200
W2,W2_64,C,114.88,1,1000,600,20,200
W2,W2_65,A,185.04,1,1000,600,20,200
W2,W2_65,B,172.32,1,1000,600,20,200
W2,W2_65,C,173.4,1,1000,600,20,200
W2,W2_66,A,196.22,1,1000,600,20,200
W2,W2_66,B,208.56,1,1000,600,20,200
W2,W2_66,C,212.96,1,1000,600,20,200
W2,W2_67,A,131.92,1,1000,600,20,200
W2,W2_67,B,130.94,1,1000,600,20,200
W2,W2_67,C,116.76,1,1000,600,20,200
W2,W2_68,A,158.6,1,1000,600,20,200
W2,W2_68,B,149.06,1,1000,600,20,200
W2,W2_68,C,152.76,1,1000,600,20,200
W2,W2_69,A,187.4,1,1000,600,20,200
W2,W2_69,B,193.6,1,1000,600,20,200
W2,W2_69,C,193.69,1,1000,600,20,200
W2,W2_70,A,43.28,1,1000,600,20,200
W2,W2_70,B,45.92,1,1000,600,20,200
W2,W2_70,C,37.92,1,1000,600,20,200
W2,W2_71,A,128.94,1,1000,600,20,200
W2,W2_71,B,135.16,1,1000,600,20,200
W2,W2_71,C,135.92,1,1000,600,20,200
W2,W2_72,A,274.96,1,1000,600,20,200
W2,W2_72,B,316.2,1,1000,600,20,200
W2,W2_72,C,288.16,1,1000,600,20,200
W2,W2_73,A,231.72,1,1000,600,20,200
W2,W2_73,B,227.44,1,1000,600,20,200
W2,W2_73,C,239.64,1,1000,600,20,200
W2,W2_74,A,33.7,1,1000,600,20,200
W2,W2_74,B,29.3,1,1000,600,20,200
W2,W2_74,C,32.29,1,1000,600,20,200
W2,W2_75,A,112.63,1,1000,600,20,200
W2,W2_75,B,112.91,1,1000,600,20,200
W2,W2_75,C,104.56,1,1000,600,20,200
W2,W2_76,A,50.3,1,1000,600,20,200
W2,W2_76,B,47.2,1,1000,600,20,200
W2,W2_76,C,47.08,1,1000,600,20,200
W2,W2_77,A,110.38,1,1000,600,20,200
W2,W2_77,B,116.03,1,1000,600,20,200
W2,W2_77,C,113.59,1,1000,600,20,200
W2,W2_78,A,173.98,1,1000,600,20,200
W2,W2_78,B,201.16,1,1000,600,20,200
W2,W2_78,C,198.54,1,1000,600,20,200
W2,W2_79,A,165.69,1,1000,600,20,200
W2,W2_79,B,156.89,1,1000,600,20,200
W2,W2_79,C,128.98,1,1000,600,20,200
W2,W2_80,A,165.57,1,1000,600,20,200
W2,W2_80,B,150.14,1,1000,600,20,200
W2,W2_80,C,132.76,1,1000,600,20,200
W2,W2_81,A,250.72,1,1000,600,20,200
W2,W2_81,B,254.76,1,1000,600,20,200
W2,W2_81,C,267.04,1,1000,600,20,200
W2,W2_82,A,55.77,1,1000,600,20,200
W2,W2_82,B,47,1,1000,600,20,200
W2,W2_82,C,55.77,1,1000,600,20,200
W2,W2_83,A,37.56,1,1000,600,20,200
W2,W2_83,B,63.3,1,1000,600,20,200
W2,W2_83,C,56.52,1,1000,600,20,200
W2,W2_84,A,120.54,1,1000,600,20,200
W2,W2_84,B,157.64,1,1000,600,20,200
W2,W2_84,C,132.99,1,1000,600,20,200
W2,W2_85,A,103.24,1,1000,600,20,200
W2,W2_85,B,108.2,1,1000,600,20,200
W2,W2_85,C,108.76,1,1000,600,20,200
W2,W2_86,A,132.76,1,1000,600,20,200
W2,W2_86,B,168.82,1,1000,600,20,200
W2,W2_86,C,161.91,1,1000,600,20,200
W2,W2_87,A,76.82,1,1000,600,20,200
W2,W2_87,B,70.05,1,1000,600,20,200
W2,W2_87,C,74.8,1,1000,600,20,200
W2,W2_88,A,90.58,1,1000,600,20,200
W2,W2_88,B,95.56,1,1000,600,20,200
W2,W2_88,C,88.76,1,1000,600,20,200
W2,W2_89,A,160.96,1,1000,600,20,200
W2,W2_89,B,188.42,1,1000,600,20,200
W2,W2_89,C,172.8,1,1000,600,20,200
W2,W2_90,A,92.45,1,1000,600,20,200
W2,W2_90,B,112.59,1,1000,600,20,200
W2,W2_90,C,113.35,1,1000,600,20,200
W2,W2_91,A,345.52,1,1000,600,20,200
W2,W2_91,B,415.56,1,1000,600,20,200
W2,W2_91,C,409.64,1,1000,600,20,200
W2,W2_92,A,294.06,1,1000,600,20,200
W2,W2_92,B,255.58,1,1000,600,20,200
W2,W2_92,C,295,1,1000,600,20,200
W2,W2_93,A,176.65,1,1000,600,20,200
W2,W2_93,B,165.32,1,1000,600,20,200
W2,W2_93,C,159.7,1,1000,600,20,200
W2,W2_94,A,200.15,1,1000,600,20,200
W2,W2_94,B,212.8,1,1000,600,20,200
W2,W2_94,C,253.74,1,1000,600,20,200
W2,W2_95,A,188.56,1,1000,600,20,200
W2,W2_95,B,212.02,1,1000,600,20,200
W2,W2_95,C,249.76,1,1000,600,20,200
W2,W2_96,A,246.9,1,1000,600,20,200
W2,W2_96,B,264.2,1,1000,600,20,200
W2,W2_96,C,263.21,1,1000,600,20,200
